"title","channel_title","category_id","category_desc","views","likes","dislikes","comment_total","day","month"
"MIDNIGHT GALAXY CUPCAKES - The Scran Line","The Scran Line",26,"Howto & Style",33009,2360,15,195,6,1
"How To Make A GIANT CAKE PUN PENCIL Out Of Chocolate CAKE! | Yolanda Gampp | How To Cake It","How To Cake It",26,"Howto & Style",679124,25483,425,12984,6,1
"Tesla Model 3 - Interior Hidden Features - OCDetailing®","OCDetailing",2,"Cars & Vehicles",132592,1606,284,446,6,1
"Tom Petty & the Heartbreakers~Last Two Songs~You Wreck Me/American Girl~Hollywood Bowl~9/25/2017","Kim Roberts",10,"Music",292870,1578,39,382,6,1
"A Boy Ate 25 Laxative Brownies In 1 Hour. This Is What Happened To His Kidneys.","Chubbyemu",28,"Science & Technology",708093,11944,488,1334,6,1
"Explanation of where the shooting took place on Las Vegas Strip","KTNV Channel 13 Las Vegas",25,"News & Politics",1533366,4216,833,7684,6,1
"Vogue | Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets","Vogue",22,"People & Blogs",140087,1854,128,177,6,1
"Generationer","VolkswagenDanmark",2,"Cars & Vehicles",107986,228,26,44,6,1
"Qoobo INTRODUCTION","ユカイ工学",26,"Howto & Style",9941,12,1,0,6,1
"Trump in San Juan: Maria has thrown US budget out of whack","Business Insider",25,"News & Politics",15971,82,177,259,6,1
"Gucci Mane - Met Gala feat. Offset [Official Music Video]","OfficialGucciMane",10,"Music",989928,36896,699,2433,6,1
"MY LITTLE PONY CAKE! - NERDY NUMMIES","Rosanna Pansino",26,"Howto & Style",415659,20304,248,5857,6,1
"Fox News blames CNN for mass shootings","TP Clips 8",25,"News & Politics",22041,37,83,75,6,1
"MEET MY NEW KITTEN!","PsychoSoprano",23,"Comedy",632725,46942,355,6762,6,1
"Forensic Science: Last Week Tonight with John Oliver (HBO)","LastWeekTonight",24,"Entertainment",3661676,71388,1893,4518,6,1
"John Oliver - Puerto Rico and Hospitalized Senator","consumer",23,"Comedy",518412,5333,867,749,6,1
"Famous YouTubers | My Parents React (Ep. 26)","IISuperwomanII",23,"Comedy",1259280,87970,1034,7936,6,1
"TRL Premiere Opens With Tribute to Las Vegas","TRL",24,"Entertainment",85478,1213,240,316,6,1
"Warriors Training Camp & Ride Along With KD","Kevin Durant",22,"People & Blogs",108392,2942,228,435,6,1
"Drone Down!!","XtremeTeamTV",17,"Sports",31924,19,14,5,6,1
"Elon Musk: We're Going to Mars by 2024","ColdFusion",28,"Science & Technology",247922,11985,273,2332,6,1
"My First Lookbook","ConnorFranta",22,"People & Blogs",134363,20858,101,1334,6,1
"LVMPD Sheriff Briefs Media Regarding Active Shooter 10/2/2017","Las Vegas Metropolitan Police",27,"Education",477967,0,0,0,6,1
"Bella Hadid Goes Sneaker Shopping With Complex","Complex",24,"Entertainment",806858,24111,1388,3554,6,1
"MSNBC Coverage of Las Vegas Shooting (Full) | NBC News","NBC News",25,"News & Politics",949078,2335,943,0,6,1
"How To Make Grass Rope [Improved Method]","NightHawkInLight",27,"Education",88200,4450,35,389,6,1
"Boy Honks After Swallowing Toy Horn","Storyful Rights Management",24,"Entertainment",364644,772,111,130,6,1
"LET'S HELP THE VICTIMS OF THE LAS VEGAS ATTACK","CaseyNeistat",22,"People & Blogs",1319110,85402,2427,6931,6,1
"Cookbook drops tomorrow!","Binging with Babish",24,"Entertainment",214254,8348,106,729,6,1
"Her - Building a Beautiful Future","kaptainkristian",22,"People & Blogs",248774,19546,138,1654,6,1
"Pixel 2: Squeeze to access features (CNET News)","CNET",43,"Shows",8259,111,8,37,6,1
"Katy Perry: Will You Be My Witness?","Katy Perry",1,"Film & Animation",0,0,0,0,6,1
"EXCLUSIVE: Zonnique - Patience [Teaser]","YBF Chic",24,"Entertainment",5662,33,21,13,6,1
"Kate Winslet Never Fancied Leonardo DiCaprio | Lorraine","Lorraine",24,"Entertainment",37649,147,7,0,6,1
"Poppin Bottles w/ Instagram Models","sWooZie",24,"Entertainment",1893744,79385,2538,5301,6,1
"Lindsey and​ Mark’s - Jive - Dancing with the Stars","Dancing With The Stars",24,"Entertainment",139391,2500,34,179,6,1
"Announcement of the Nobel Prize in Chemistry 2017","Nobel Prize",27,"Education",63766,398,9,18,6,1
"HAIM - Little of Your Love","HaimVEVO",10,"Music",353144,16508,386,811,6,1
"Golden Retriever is the Master of Self-Control","INSIDER",15,"Pets & Animals",71307,2924,31,275,6,1
"O.J. Simpson Freed From Prison After 9 Years","Inside Edition",25,"News & Politics",542255,5135,1336,2222,6,1
"Things I Feel Guilty About","Jaiden Animations",1,"Film & Animation",2266878,140428,1013,23527,6,1
"Tom Petty  - I Won't Back Down live Hollywood Bowl 09.25.2017","Nini McNean",10,"Music",92425,689,15,165,6,1
"Being A Gay Asian Woman: My Experience | Ingrid Nilsen","Ingrid Nilsen",26,"Howto & Style",166185,5835,361,997,6,1
"WATCH: Sarah Sanders discusses Las Vegas shooting at White House news briefing","PBS NewsHour",25,"News & Politics",54759,335,554,0,6,1
"Lobo Football Press Conference","New Mexico Lobos",17,"Sports",4416,23,5,14,6,1
"Colts vs. Seahawks | NFL Week 4 Game Highlights","NFL",17,"Sports",738058,5990,291,874,6,1
"Steve Martin and the Steep Canyon Rangers: NPR Music Tiny Desk Concert","NPR Music",10,"Music",181611,5199,56,289,6,1
"FOX Sports' Charissa Thompson Joins The Dan Patrick Show In-Studio | Full Interview | 10/03/17","Dan Patrick Show",17,"Sports",12768,75,4,21,6,1
"Late Night Pho","Domics",23,"Comedy",1987959,150289,921,13857,6,1
"Las Vegas Concert Shooting Deadliest Mass Shooting in US History, officials hold morning newscast","ABC Action News",25,"News & Politics",184133,668,128,1916,6,1
"Pittsburgh Steelers Vs Baltimore Ravens National Anthem 10/1/17","Random Ryan",23,"Comedy",269787,1251,2568,1806,6,1
"THE MOM'S VIEW IS BACK!","The Mom's View",22,"People & Blogs",210829,10279,199,2693,6,1
"Shania Twain - Swingin' With My Eyes Closed (Behind The Scenes)","ShaniaTwainVEVO",10,"Music",16827,584,17,36,6,1
"2017 Alfa Romeo Giulia small overlap IIHS crash test","IIHS",2,"Cars & Vehicles",28144,287,5,0,6,1
"Cool Kids by Echosmith ft. Sydney Sierota | Music Sessions | Ashley Tisdale","Ashley Tisdale",10,"Music",154875,17374,45,910,6,1
"How The Iconic Sprinkle Donuts Are Made | How Stuff Is Made | Refinery29","Refinery29",26,"Howto & Style",9002,350,4,28,6,1
"Fifth Harmony & Becky G - All In My Head (PSA Tour Argentina) 🇦🇷","Becky G México",10,"Music",57009,590,14,45,6,1
"Can Demi Lovato remember her own lyrics?","BBC Radio 1",10,"Music",1635293,47877,317,1199,6,1
"The Reaction Ferries of Basel: What Have We Missed?","Tom Scott",27,"Education",261261,14061,35,999,6,1
"10/3/17 - Derek Mason Weekly Press Conference","Vanderbilt Athletics",17,"Sports",706,6,0,0,6,1
"How to survive if you get stranded on an island in the middle of nowhere","Tech Insider",28,"Science & Technology",211249,4206,223,482,6,1
"Self-Conscious Computer (feat. Anna Akana) - JACK AND DEAN","Jack and Dean",23,"Comedy",226828,24381,200,1022,6,1
"Is it too early to call Alabama vs. Clemson Round 3? | SC with SVP | ESPN","ESPN",17,"Sports",3498,22,4,15,6,1
"COOKING TINY FOOD WHILE CONJOINED CHALLENGE!!","Liza Koshy Too",23,"Comedy",2137378,178291,886,4245,6,1
"Slide Fire - How it works","No Surrender Productions",1,"Film & Animation",83634,52,42,52,6,1
"Best Tom Petty Interview Ever","CrazyLaughAction",24,"Entertainment",2143,16,2,4,6,1
"HOA fight over WWII tank","KHOU 11",22,"People & Blogs",47100,170,13,52,6,1
"Milos Teodosic Full Highlights 2017.10.01 vs Raptors - 1 Pt, SiCK 8 Assists in Clippers Debut!","FreeDawkins",17,"Sports",308947,1337,49,383,6,1
"Stop Sextortion | Thorn","Thorn",29,"Nonprofits & Activism",5343,133,0,21,6,1
"Isla FIsher Shares Her Experience Being In Wedding Crashers","BUILD Series",24,"Entertainment",1098,3,0,0,6,1
"Las Vegas shooting update","Washington Post",25,"News & Politics",82566,74,120,6,6,1
"27 Things I've Learned In 27 Years (Sister Sister Parody)","Evelyn From The Internets",23,"Comedy",31797,5791,14,738,6,1
"What Really Happened the First Time We Split a Heavy Atom in Half","SciShow",27,"Education",387465,15066,305,870,6,1
"Follow Me Around- HALLOWEEN EXPRESS!","grav3yardgirl",26,"Howto & Style",338856,22400,187,3286,6,1
"The best photos taken through a microscope","Quartz",25,"News & Politics",113606,2134,37,98,6,1
"Eric Church - Why Not Me | October 4, 2017","Grand Ole Opry",10,"Music",4431163,23364,1180,1633,7,1
"Pacific Rim Uprising - Official Trailer (HD)","Legendary",1,"Film & Animation",1218645,22373,3031,6104,7,1
"Lin-Manuel Miranda - Almost Like Praying feat Artists for Puerto Rico [Music Video]","Atlantic Records",10,"Music",904859,43742,1007,3212,7,1
"Marvel's Runaways Teaser (Official) • A Hulu Original","Hulu",24,"Entertainment",552893,2297,246,631,7,1
"Gal Gadot Tries a Reese's Peanut Butter Cup for the First Time","The Tonight Show Starring Jimmy Fallon",23,"Comedy",1803613,36000,1134,4484,7,1
"Chris Rock Had to Reassure Michelle Obama at the White House Party | The Graham Norton Show","The Graham Norton Show",24,"Entertainment",216880,3133,221,330,7,1
"NF - Outcast","NFVEVO",10,"Music",368198,32443,323,4701,7,1
"Every Cat At 3AM","Gus Johnson",23,"Comedy",751066,29670,1007,1769,7,1
"The World's Largest Fruits","vlogbrothers",22,"People & Blogs",175173,10573,180,1282,7,1
"Kane Brown - Heaven","KaneBrownVEVO",10,"Music",278787,15100,259,867,7,1
"BRAND NEW B&W | Spider Cat - Simon's Cat (Halloween Special)","Simon's Cat",15,"Pets & Animals",158078,9548,109,414,7,1
"Las Vegas shooting: Paddock may have planned to escape - BBC News","BBC News",25,"News & Politics",1227316,4415,2334,6323,7,1
"Terry Crews Hallucinates While Eating Spicy Wings | Hot Ones","First We Feast",26,"Howto & Style",3866789,168343,1750,24438,7,1
"Did You Call My Girl!? | Anwar Jibawi","Anwar Jibawi",23,"Comedy",2298865,91148,2078,5038,7,1
"Isla Fisher is NOT Amy Adams","Jimmy Kimmel Live",24,"Entertainment",543107,10039,221,1074,7,1
"Almost Like Praying (feat. Artists for Puerto Rico)","Lin-Manuel Miranda - Topic",10,"Music",86437,3878,130,338,7,1
"Rudy Mancuso & Poo Bear - Black & White (Official Video)","Rudy Mancuso",23,"Comedy",970218,112619,1538,10398,7,1
"Gila Monster, Baby Beaver & Pixie Frog w/ Jack Hanna","The Late Late Show with James Corden",24,"Entertainment",337673,6942,149,544,7,1
"Clueless Gamer: Shadow Of War With Kumail Nanjiani  - CONAN on TBS","Team Coco",23,"Comedy",885381,26748,673,2170,7,1
"10 Gadgets From Fan Mail put to the Test!","CrazyRussianHacker",28,"Science & Technology",1049659,24557,763,2856,7,1
"NEVER BEEN SO MAD. GRILLING WITH LIZA!!","Liza Koshy",23,"Comedy",4040634,314985,7246,14351,7,1
"Everything Wrong With Scream 2 In 19 Minutes Or Less","CinemaSins",1,"Film & Animation",819832,19769,444,2963,7,1
"DENY U by SUPERFRUIT","SUPERFRUIT",24,"Entertainment",134913,18679,85,2921,7,1
"Allergic - Cyanide & Happiness Shorts","ExplosmEntertainment",23,"Comedy",1332167,53198,3279,3075,7,1
"FBI agents question Las Vegas gunman's girlfriend for several hours","ABC News",25,"News & Politics",630163,2045,1137,3947,7,1
"How To Survive The Apocalypse  - Scientific Survival Tips","AsapSCIENCE",28,"Science & Technology",558120,24284,477,2020,7,1
"10 MINUTE GLAM AF MAKEUP CHALLENGE Ft. NIKKIE TUTORIALS","Jaclyn Hill",26,"Howto & Style",947958,62202,2034,6726,7,1
"I SPENT €391 IN SEPHORA PARIS!!! IS THIS WORTH THE MONEY??","Patricia Bright",26,"Howto & Style",307372,14642,222,2137,7,1
"How Bacteria Rule Over Your Body – The Microbiome","Kurzgesagt – In a Nutshell",27,"Education",1613455,97388,710,8278,7,1
"Ryan Gosling and Harrison Ford Lose It at Hilarious Interview! | This Morning","This Morning",24,"Entertainment",3351704,41566,1060,0,7,1
"Sam Smith - Pray (Official Audio)","SamSmithWorldVEVO",10,"Music",2370549,132138,1025,7705,7,1
"Explosive Video: Milo Yiannopoulos And White Supremacists At Karaoke","BuzzFeed News",22,"People & Blogs",111768,394,3230,2114,7,1
"Insane Ways Rich People Are Prepping For The Apocalypse!","Greg and Mitch",27,"Education",131528,4477,582,611,7,1
"Tove Lo - Disco Tits","ToveLoVEVO",10,"Music",340532,16560,514,1715,7,1
"Gal Gadot Can't Compare to Sam Smith - SNL","Saturday Night Live",24,"Entertainment",151550,2813,87,262,7,1
"Tim McGraw, Faith Hill - The Rest of Our Life (Audio)","TimandFaithVEVO",10,"Music",56588,1124,22,87,7,1
"Did the Las Vegas shooter plan a different attack?","Al Jazeera English",25,"News & Politics",516451,1708,595,2164,7,1
"Kenyon Martin takes issue with Jeremy Lin's dreaded hairstyle","NBA Highlights · YouTube",17,"Sports",39243,45,666,409,7,1
"Russell Brand Talks Marriage, Fatherhood & Recovery","Wendy Williams",24,"Entertainment",245452,4895,264,1390,7,1
"Hunter Hayes - You Should Be Loved (Official Audio)","Hunter Hayes",10,"Music",18890,1946,17,186,7,1
"Self Help Exercise | The Mom’s View","The Mom's View",22,"People & Blogs",27197,1895,48,333,7,1
"Dragon Age Inquisition - The Dawn Will Come - Peter Hollens Virtual Choir feat. 500+ Patrons!","Peter Hollens",10,"Music",54978,6692,38,1433,7,1
"Frozen Theory: Rapunzel Is Anna & Elsa's Cousin","SuperCarlinBrothers",22,"People & Blogs",177463,9034,195,2727,7,1
"How To LEVEL UP Hot Chocolate Fudge Sauce","SORTEDfood",26,"Howto & Style",64770,2610,35,257,7,1
"The NRA Wants To Regulate 'Bump Stock' Gun Accessories, Paul Ryan Says We Need To Learn More | TIME","TIME",25,"News & Politics",91894,384,786,1717,7,1
"I Buy My Boyfriends Outfits","JennaMarbles",23,"Comedy",2311050,173181,1011,20223,7,1
"A Primer On Puerto Rico | October 4, 2017 Act 1 | Full Frontal on TBS","Full Frontal with Samantha Bee",22,"People & Blogs",483955,6922,1381,1255,7,1
"Koenigsegg Agera RS 0-400-0","Koenigsegg",2,"Cars & Vehicles",2284505,36644,1069,5771,7,1
"The gun modification that made the Las Vegas shooting so deadly","Vox",25,"News & Politics",788443,20211,5358,7274,7,1
"What Would Happen If All The Bugs Died?","Life Noggin",27,"Education",378704,14638,234,3394,7,1
"Replicas Movie Trailer","Freestyle Digital Media",1,"Film & Animation",203794,835,46,111,7,1
"P!nk - Whatever You Want (Lyric Video)","PinkVEVO",10,"Music",660295,43091,369,1923,7,1
"TRUE FRIENDSHIP | Chris & Jack","Chris and Jack",23,"Comedy",35539,2074,13,157,7,1
"Did The Las Vegas Gunman Act Alone?","CBS Los Angeles",25,"News & Politics",92072,214,74,732,7,1
"PlayerUnknown's Battlegrounds: THE ZONE","Nukazooka",24,"Entertainment",122479,8529,81,531,7,1
"Kerry Washington Has Her Eye on Scandal's Prada Bags","Late Night with Seth Meyers",23,"Comedy",25770,402,3,41,7,1
"The Disturbing History of the Suburbs","CollegeHumor",23,"Comedy",1685518,51340,17849,21194,7,1
"BMW Hot Tub First Tests and Issues","colinfurze",2,"Cars & Vehicles",1021496,29219,912,2191,7,1
"Sisters of Vegas gunman's girlfriend say he sent her to the Philippines so she wouldn't interfere","The Oregonian",25,"News & Politics",480557,998,348,0,7,1
"Friday Press Conference on 1 October Shooting Incident","Las Vegas Metropolitan Police",27,"Education",8764,0,0,0,7,1
"HAPPY! | Season 1: Official Trailer #1 | SYFY","SYFY",24,"Entertainment",88111,924,25,109,7,1
"ROMAN J. ISRAEL, ESQ. - Official Trailer (HD)","Sony Pictures Entertainment",24,"Entertainment",204518,462,20,54,7,1
"POKÉMON POWER | Songify This","schmoyoho",10,"Music",72414,6231,70,854,7,1
"Mosaic: Official Trailer","HBO",1,"Film & Animation",8465,121,5,10,7,1
"Vegas victim reunited with man who saved her","CBC News",25,"News & Politics",88573,721,40,182,7,1
"Google Pixel 2 Impressions!","Marques Brownlee",28,"Science & Technology",2426245,68771,1935,12808,7,1
"Charlie Puth – How Long [Official Audio]","Charlie Puth",10,"Music",1578921,135599,809,12107,7,1
"Ok, Cam....Im only going to say this once","The Mighty EROCK",22,"People & Blogs",8911,180,60,69,7,1
"October 4th - Google Event","Made by Google",28,"Science & Technology",2226623,0,0,0,7,1
"How I Became A YouTube Star | Lucie Vlogs | Refinery29","Refinery29",26,"Howto & Style",8421,468,7,52,7,1
"Maroon 5, Julia Michaels - Help Me Out (Audio)","Maroon5VEVO",10,"Music",847355,52755,962,2597,7,1
"Chance The Rapper - Hurricane Maria Relief Live Stream - directrelief.org","Chance The Rapper",10,"Music",0,0,0,201,7,1
"Arnold Was Hit With 1000000 Volts","Meet Arnold",22,"People & Blogs",1882349,56964,2261,8609,7,1
"Why We Feel Lonely and Odd","The School of Life",27,"Education",160699,8506,130,596,7,1
"Gryffin - Nobody Compares To You (ft. Katie Pearlman) [Lyric Video]","Proximity",24,"Entertainment",184720,12743,110,360,7,1
"Reporters Laugh At People Waiting For Super Nintendo Classic","Funny Local News",20,"Gaming",7088,76,37,43,7,1
"This Week I Learned to Solve the 5x5x5 Rubik's Cube","Mike Boyd",24,"Entertainment",294384,10128,158,1926,7,1
"How to Get Your Car to Make Sharper Turns (Steering Angle Mod)","ChrisFix",2,"Cars & Vehicles",742438,29236,640,3656,7,1
"Donald Trump’s Cringe-Worthy Attempt To Date Brooke Shields | WWHL","Watch What Happens Live with Andy Cohen",24,"Entertainment",473137,1693,2397,1116,7,1
"LAY 레이 'SHEEP (羊)' MV Teaser","SMTOWN",10,"Music",358661,76288,444,8208,7,1
"Lukas Graham - Off To See The World [Official Audio]","Lukas Graham",10,"Music",89915,5189,110,608,7,1
"Redskins' Terrelle Pryor Goes After Chiefs Heckler: F**k Me? F**K YOU!! | TMZ Sports","TMZSports",17,"Sports",262554,103,165,462,7,1
"Nissan Heisman House | Teboween","Nissan USA",2,"Cars & Vehicles",55878,135,0,9,7,1
"Viral 'Jeopardy' winner describes his success","Good Morning America",24,"Entertainment",46519,63,4,19,7,1
"Riverdale Cast Plays Truth or Dare | Teen Vogue","Teen Vogue",24,"Entertainment",1284927,56435,303,2358,7,1
"From Single Shots to Automatics: How Firearms Work","The New York Times",25,"News & Politics",4442,123,21,62,7,1
"Rich Uncle Pennybags Look-Alike Trolls Equifax Hearing","Roll Call",25,"News & Politics",132101,1843,39,213,7,1
"Kerry Washington Does Stephen's Makeup","The Late Show with Stephen Colbert",24,"Entertainment",215362,2557,67,300,7,1
"G Herbo Talks Humility, Chicago's Hip-Hop Diversity, His New Album & More","Breakfast Club Power 105.1 FM",24,"Entertainment",350998,4830,458,1746,7,1
"What Makes Black Mirror So Dark — (GOT, BB spoilers)","Nerdwriter1",24,"Entertainment",770604,29356,1163,2938,7,1
"The rest of the Mean Girls cast joins the fight...","Brian Tyler Cohen",24,"Entertainment",37730,259,33,39,7,1
"Black Mirror & Friends | The One Where Ross Invents San Junipero | Netflix","Netflix",24,"Entertainment",159115,4573,46,219,7,1
"Ellen & Oprah Take Over a Grocery Store Part 1","TheEllenShow",24,"Entertainment",2070498,36928,1032,2469,7,1
"Lauv - Easy Love [Official Video]","Lauv",10,"Music",172394,13303,80,854,7,1
"Grace VanderWaal - Escape My Mind (Audio)","GraceVanderWaalVEVO",10,"Music",232668,26386,140,3198,7,1
"Lewis Capaldi - Fade (Official Audio)","LewisCapaldiVEVO",10,"Music",40704,4271,12,300,7,1
"I Sent Sammy To Try Out For The LA KINGS! | Shay Mitchell","Shay Mitchell",26,"Howto & Style",80615,5889,63,646,7,1
"Miley Cyrus covers Wildflowers (Tom Petty Tribute) - The Howard Stern Show","Miley's Darwin",10,"Music",82309,217,32,41,7,1
"The In-N-Out 100x100 Burger Challenge","BuzzFeedBlue",22,"People & Blogs",856666,13111,1144,1619,7,1
"How Much Do You Poop In A Lifetime?","The Infographics Show",27,"Education",138331,4803,197,1492,7,1
"Blade Runner 2049 - Movie Review","Jeremy Jahns",24,"Entertainment",360825,13395,496,1916,7,1
"Worker Finds Secret Room in Home During Renovation","ViralHog",22,"People & Blogs",65608,144,14,56,7,1
"Self-Love vs Romantic Love","MyHarto",26,"Howto & Style",50434,3743,20,300,7,1
"WHEN SPONGEBOB IS LIFE","Mashd N Kutcher",10,"Music",44816,2855,35,236,7,1
"ET SI GAME OF THRONES ÉTAIT UN ANIME ? - MALEC","Malec",23,"Comedy",557734,18713,223,1965,7,1
"CHUCKY HALLOWEEN COSTUME MAKEUP TUTORIAL W/ RAWBEAUTYKRISTI","Jordan Hanz",26,"Howto & Style",76525,5848,49,427,7,1
"GYMNASTICS IS A TOUGH SPORT! | Worlds Qualification | Vlog (2)","Nile Wilson",17,"Sports",87948,6521,25,423,7,1
"Darius Rucker - Twenty Something (Audio)","DariusRuckerVEVO",10,"Music",13395,884,8,55,7,1
"SPICY Noodles & Chinese BURGERS in Los Angeles: Xi’an Street Food Tour","Strictly Dumpling",19,"Travel & Events",321059,8124,241,1199,7,1
"I'm a Psychopath | Hannah Stocking","Hannah Stocking",23,"Comedy",2312370,78409,2114,2936,7,1
"Stranger Things: The Game","BonusXP",20,"Gaming",222252,646,33,62,7,1
"The Menprovement Initiative","Tinder",24,"Entertainment",878924,0,0,0,7,1
"What is a bump fire stock?","LegallyArmedAmerica",24,"Entertainment",681981,4256,3885,4996,7,1
"HALLOWEEN COSTUME THRIFT SHOPPING?!","Amber Scholl",26,"Howto & Style",398911,17946,351,2059,7,1
"I'M BUYING A HOUSE!","LaurDIY",26,"Howto & Style",1325311,55505,651,8340,7,1
"I Am A Slave - The Roots Meet Schoolhouse Rock - black-ish","ABC Television Network",24,"Entertainment",31813,474,8,28,7,1
"30 Origins of Alcohol Brand Names - mental_floss List Show Ep. 519","Mental Floss",27,"Education",76782,1808,38,360,7,1
"American VS French Makeup Tutorial","Christen Dominique",26,"Howto & Style",415364,24457,246,3001,7,1
"Lineup: Which Tattoo Belongs to Which Person?","WatchCut Video",24,"Entertainment",1467904,32293,468,1356,7,1
"GoPro Hero 6!","iJustine",22,"People & Blogs",164801,6599,333,1104,7,1
"NEON SKULL HALLOWEEN MAKEUP TUTORIAL","James Charles",24,"Entertainment",774603,52238,1071,4994,7,1
"Google Pixelbook first look","The Verge",28,"Science & Technology",589482,8918,511,1530,7,1
"Prankster interrupts Theresa May's conference speech to hand her fake P45","Guardian Wires",25,"News & Politics",801292,4981,668,1742,7,1
"My slowest, longest dab","jacksfilms",23,"Comedy",1316980,101402,3779,7796,7,1
"Everything From the Google Pixel Event | WIRED","WIRED",28,"Science & Technology",272377,4681,190,989,7,1
"The Windmills of your Mind Illusion","The Illusion contest",27,"Education",46592,15,8,1,7,1
"Google Pixel 2 vs Pixel 2 XL: Hands on!","UrAvgConsumer",28,"Science & Technology",200036,8396,205,1440,7,1
"REDUCE TOOL CHATTER! | DIY Lathe SSV Electronics.","AvE",28,"Science & Technology",163669,5043,78,1346,7,1
"Citron Exposes the Dark Side of Shopify - The FTC will Take Notice","Citron Research",22,"People & Blogs",42343,0,0,0,7,1
"Weezer - Weekend Woman","weezer",10,"Music",65478,2374,85,579,7,1
"Rhapsody in Blue","Melodica Men",10,"Music",29819,1372,10,139,7,1
"INSIDE GRAN TURISMO SPORT Vol.1 : CARS","GRAN TURISMO TV",2,"Cars & Vehicles",69975,2014,54,384,7,1
"Weird music test you have to try!","ANDREW HUANG",10,"Music",345625,10466,613,2209,7,1
"Trevor Responds to the Las Vegas Shooting & Trump Tweets the Weekend Away: The Daily Show","The Daily Show with Trevor Noah",23,"Comedy",3506700,59865,8911,12833,7,1
"Idris Elba Talks Childhood, Playing American Roles, And 'The Mountain Between Us' | The View","The View",24,"Entertainment",77974,1037,21,319,7,1
"Kittens Come Out of Box","Jukin Media",15,"Pets & Animals",14353,0,0,0,7,1
"The Academic - Bear Claws (Live Looper Version)","The Academic",10,"Music",1000413,30182,456,852,7,1
"Here's why gun stocks rise after mass shootings","CNNMoney",25,"News & Politics",156808,587,6497,1319,7,1
"Halloween Flipbook Compilation by TheFlippist","theflippist",1,"Film & Animation",1935362,31794,750,1058,7,1
"Dad Reacts to Steelers vs Ravens (Week 4)","Pittsburgh Dad",23,"Comedy",115744,2715,226,324,7,1
"JACK RYAN Official Trailer TEASER (2017) John Krasinski, TV Series HD","ONE Media",1,"Film & Animation",127900,345,42,49,7,1
"Chicago Bulls vs Dallas Mavericks - Full Game Highlights | Oct 4, 2017 | 2017-18 NBA Preseason","NBA Conference",17,"Sports",47825,209,9,73,7,1
"Fergie - Tension","FergieVEVO",10,"Music",456932,19939,727,1368,7,1
"Corey Fogelmanis for RAW's Word Play","RAW",22,"People & Blogs",5576,332,0,44,7,1
"September Favorites 2017","clothesencounters",26,"Howto & Style",212204,7556,259,1258,7,1
"Fast Food Hot Sauce Taste Test","Good Mythical Morning",23,"Comedy",1649221,35635,725,2642,7,1
"Dwight Howard Handles Ball up the Floor and gets And-1 Dunk - Hornets v Pistons NBA Preseason","Chris Goossens",19,"Travel & Events",61311,25,5,4,7,1
"THE HUNT FOR EVERYTHING PUMPKIN IN LA (a fall obsession)  | Madelaine Petsch","Madelaine Petsch",22,"People & Blogs",148840,12885,45,737,7,1
"Jim Carrey | Norm Macdonald Live","Norm Macdonald",23,"Comedy",616517,9161,507,4807,7,1
"We Need To Talk About The Las Vegas Shooting...","Philip DeFranco",24,"Entertainment",1874632,103337,3123,20028,7,1
"한국 맥도날드 신 초콜릿 메뉴!?!","영국남자 Korean Englishman",23,"Comedy",645693,9627,250,2602,7,1
"Paddock's girlfriend a 'person of interest' in massacre","USA TODAY",25,"News & Politics",83500,176,73,215,7,1
"One More Light (Official Lyric Video) - Linkin Park","Linkin Park",10,"Music",1911020,165624,1101,11456,7,1
"Honest Trailers - Blade Runner","Screen Junkies",1,"Film & Animation",1281630,28516,1232,4382,7,1
"Satisfying YO-YO With BLADES || Cause I Can","Giaco Whatever",24,"Entertainment",61540,2288,250,393,7,1
"The strange case of the cyclops sheep - Tien Nguyen","TED-Ed",27,"Education",302361,12581,123,522,7,1
"Building My Sukkah - Mayim Bialik","Mayim Bialik",1,"Film & Animation",28585,3021,36,405,7,1
"Jack Ryan - Teaser: The Reveal [HD] | Amazon Video","Amazon Video",24,"Entertainment",100167,626,77,80,7,1
"Dear Hate (feat. Vince Gill)","MarenMorris",22,"People & Blogs",1267050,0,0,718,7,1
"Brain Surgery Costs HOW MUCH $$ !?!","Courtelizz1",26,"Howto & Style",55279,2637,69,1050,7,1
"Starved, Scared Dog is Transformed By Love | The Dodo","The Dodo",15,"Pets & Animals",223614,9803,49,600,7,1
"St. Vincent - Los Ageless (Official Video)","St. Vincent",10,"Music",342616,8198,363,597,7,1
"Stephen A. Smith: LaVar not worst sports parent ever | First Take | ESPN","ESPN",17,"Sports",37476,302,15,72,7,1
"Vogue | Cindy Crawford Takes You on a 360° Tour of Her Closet | Supermodel Closets","Vogue",22,"People & Blogs",180637,2002,138,192,7,1
"ADAM: The Mirror","Oats Studios",1,"Film & Animation",540159,21411,186,1496,7,1
"Emily's Recommended Reading!","thebrainscoop",27,"Education",23851,1984,17,353,7,1
"Game Revealed: Season 7 Episode 6: Zombie. Polar. Bear. (HBO)","GameofThrones",1,"Film & Animation",229926,4753,329,362,7,1
"DAY TO DEAD HALLOWEEN DRUGSTORE MAKEUP TUTORIAL | JAMIE GENEVIEVE","Jamie Genevieve",22,"People & Blogs",94113,4241,127,218,7,1
"Cam Newton: I'm trying to win any way possible","Carolina Panthers",17,"Sports",23614,183,16,181,7,1
