"title","channel_title","category_id","category_desc","views","likes","dislikes","comment_total","day","month"
"Russell Brand On Recovery From Addiction And His ‘Villainous’ Baby Daughter | Megyn Kelly TODAY","TODAY",25,"News & Politics",59605,813,60,138,7,1
"Katy Perry: Will You Be My Witness?","Katy Perry",1,"Film & Animation",0,0,0,0,7,1
"Announcement of the Nobel Prize in Chemistry 2017","Nobel Prize",27,"Education",65134,406,9,18,7,1
"Qoobo INTRODUCTION","ユカイ工学",26,"Howto & Style",12930,13,1,0,7,1
"Nashville vigil for Las Vegas shooting victims #PrayForVegas","69 detik",25,"News & Politics",115309,498,31,77,7,1
"Tom Petty & The Heartbreakers  -- American Girl","Rock & Roll Hall of Fame",10,"Music",754178,4930,123,759,7,1
"Tom Petty & the Heartbreakers~Last Two Songs~You Wreck Me/American Girl~Hollywood Bowl~9/25/2017","Kim Roberts",10,"Music",302819,1613,39,403,7,1
"Tesla Model 3 - Interior Hidden Features - OCDetailing®","OCDetailing",2,"Cars & Vehicles",153415,1729,327,359,7,1
"How To Make A GIANT CAKE PUN PENCIL Out Of Chocolate CAKE! | Yolanda Gampp | How To Cake It","How To Cake It",26,"Howto & Style",744019,26747,462,11826,7,1
"[HD] Katy Perry, Lionel Richie & Luke Bryan Interview On GMA 10/4/2017","NARLtv",24,"Entertainment",3640,52,5,20,7,1
"Google Pixel 2 Event Live Stream","Unbox Therapy",28,"Science & Technology",497292,9834,590,615,7,1
"A Boy Ate 25 Laxative Brownies In 1 Hour. This Is What Happened To His Kidneys.","Chubbyemu",28,"Science & Technology",733187,12590,505,1432,7,1
"Gucci Mane - Met Gala feat. Offset [Official Music Video]","OfficialGucciMane",10,"Music",1445599,46752,947,2937,7,1
"Explanation of where the shooting took place on Las Vegas Strip","KTNV Channel 13 Las Vegas",25,"News & Politics",1539430,4225,842,7695,7,1
"Trump in San Juan: Maria has thrown US budget out of whack","Business Insider",25,"News & Politics",16252,82,178,211,7,1
"Blake Shelton - I'll Name the Dogs (Behind The Scenes)","Blake Shelton",10,"Music",62826,1406,41,90,7,1
"Fox News blames CNN for mass shootings","TP Clips 8",25,"News & Politics",22308,37,84,60,7,1
"MY LITTLE PONY CAKE! - NERDY NUMMIES","Rosanna Pansino",26,"Howto & Style",457152,21125,260,6316,7,1
"MIDNIGHT GALAXY CUPCAKES - The Scran Line","The Scran Line",26,"Howto & Style",37807,2560,16,216,7,1
"Warriors Training Camp & Ride Along With KD","Kevin Durant",22,"People & Blogs",126534,3137,267,427,7,1
"Famous YouTubers | My Parents React (Ep. 26)","IISuperwomanII",23,"Comedy",1326341,91024,1053,8039,7,1
"John Oliver - Puerto Rico and Hospitalized Senator","consumer",23,"Comedy",531136,5421,883,741,7,1
"TRL Premiere Opens With Tribute to Las Vegas","TRL",24,"Entertainment",86274,1248,240,319,7,1
"Shania Twain - Swingin' With My Eyes Closed (Behind The Scenes)","ShaniaTwainVEVO",10,"Music",20873,620,18,32,7,1
"Pixel 2: Squeeze to access features (CNET News)","CNET",43,"Shows",8726,114,9,37,7,1
"Elon Musk: We're Going to Mars by 2024","ColdFusion",28,"Science & Technology",264945,12398,289,2449,7,1
"Buick Reatta","weatherguru76",2,"Cars & Vehicles",12284,30,0,8,7,1
"Forensic Science: Last Week Tonight with John Oliver (HBO)","LastWeekTonight",24,"Entertainment",3774065,72496,1943,4606,7,1
"Drone Down!!","XtremeTeamTV",17,"Sports",46954,27,14,6,7,1
"MEET MY NEW KITTEN!","PsychoSoprano",23,"Comedy",718813,49746,399,7263,7,1
"Bella Hadid Goes Sneaker Shopping With Complex","Complex",24,"Entertainment",899998,25633,1672,3873,7,1
"Gal Gadot Monologue - SNL","Saturday Night Live",24,"Entertainment",27721,2050,146,356,8,1
"Eric Church - Why Not Me | October 4, 2017","Grand Ole Opry",10,"Music",5389625,31170,2547,2651,8,1
"Lin-Manuel Miranda - Almost Like Praying feat Artists for Puerto Rico [Music Video]","Atlantic Records",10,"Music",1802878,71780,2124,5772,8,1
"Pacific Rim Uprising - Official Trailer (HD)","Legendary",1,"Film & Animation",2839775,37111,5271,11416,8,1
"The Walking Dead Season 8: Season Premiere NYCC Sneak Peek","amc",24,"Entertainment",28663,2093,59,521,8,1
"Marvel's Runaways Teaser (Official) • A Hulu Original","Hulu",24,"Entertainment",1312271,5471,823,1671,8,1
"MY 2017 YOUTUBE REWIND **365 DAYS OF VLOGS**","Jake Paul",22,"People & Blogs",3291878,141657,26160,36600,8,1
"Chris Rock Had to Reassure Michelle Obama at the White House Party | The Graham Norton Show","The Graham Norton Show",24,"Entertainment",546410,5417,566,755,8,1
"The Struggles of Watching ASMR","ASMR Darling",24,"Entertainment",643706,41868,1454,8267,8,1
"Lip Sync Battle with Miley Cyrus","The Tonight Show Starring Jimmy Fallon",23,"Comedy",1760344,43178,1079,2359,8,1
"Nature’s Wonderland | A Mickey Mouse Cartoon | Disney Shorts","Mickey Mouse",1,"Film & Animation",341798,6119,302,1128,8,1
"HELP ME CONTOUR | Teach Me How To Beauty Tour EP3 ft. Nicol Concilio","Simply Nailogical",24,"Entertainment",778207,48901,452,5887,8,1
"Canelé de Bordeaux - Crispy Baked French Custard Cakes - How to Make Canelés","Food Wishes",26,"Howto & Style",174811,6279,132,665,8,1
"TROPHY CAKE ft Lindsey Stirling and Mark! - (Dancing with the Stars) - NERDY NUMMIES","Rosanna Pansino",26,"Howto & Style",345150,19089,189,3730,8,1
"Philip K. Dick’s Electric Dreams – Official Trailer [HD] | Amazon Video","Amazon Video",24,"Entertainment",491918,981,83,160,8,1
"The only wild monkeys in Europe","Vox",25,"News & Politics",273339,10137,323,1499,8,1
"I Tried A Face Mask Controlled By My Phone","Safiya Nygaard",22,"People & Blogs",1869172,74210,831,5253,8,1
"BRAND NEW B&W | Spider Cat - Simon's Cat (Halloween Special)","Simon's Cat",15,"Pets & Animals",341350,13848,195,656,8,1
"The World's Largest Fruits","vlogbrothers",22,"People & Blogs",338389,13985,386,1590,8,1
"NF - Outcast","NFVEVO",10,"Music",653747,43821,615,6172,8,1
"Kane Brown - Heaven","KaneBrownVEVO",10,"Music",549738,24063,515,1171,8,1
"Gov. Mike Huckabee's Full Interview with President Trump | TBN","Huckabee",25,"News & Politics",14274,0,0,0,8,1
"Rudy Mancuso & Poo Bear - Black & White (Official Video)","Rudy Mancuso",23,"Comedy",1650832,151908,2440,13639,8,1
"DOING COLLEEN BALLINGER'S MAKEUP WHILE SHE READS MY 2013 FAN TWEETS TO HER","James Charles",24,"Entertainment",993776,56388,1148,2533,8,1
"😜 New iOS 11 Emojis!","iJustine",22,"People & Blogs",416911,18385,1073,8244,8,1
"Nick Kroll & John Mulaney Give Teens Puberty Advice","BuzzFeed Celeb",22,"People & Blogs",93013,3084,168,236,8,1
"21 *ZERO EFFORT* DIY Halloween Costumes! Cute/Funny/Hot | Mylifeaseva","MyLifeAsEva",26,"Howto & Style",1131977,69162,1957,8694,8,1
"Every Cat At 3AM","Gus Johnson",23,"Comedy",961835,36234,1249,2226,8,1
"Isla Fisher is NOT Amy Adams","Jimmy Kimmel Live",24,"Entertainment",949562,15092,406,1602,8,1
"NEW SHADE! MILANI CONCEAL + PERFECT 2 in 1 Foundation {First Impression Review & Demo!}","thataylaa",26,"Howto & Style",166749,9507,298,1616,8,1
"Chris Orr Makes a House Call vs. Nebraska","Big Ten Network",17,"Sports",7554,25,22,28,8,1
"Nick Saban tells media they're feeding his team rat poison following Alabama's win over Texas A&M","Alabama Crimson Tide on AL.com",17,"Sports",4081,85,0,10,8,1
"RECREATING MY HOMECOMING LOOK (A TAG!) // Grace Helbig","Grace Helbig",22,"People & Blogs",191925,11252,78,432,8,1
"Gila Monster, Baby Beaver & Pixie Frog w/ Jack Hanna","The Late Late Show with James Corden",24,"Entertainment",553563,9172,237,704,8,1
"Clueless Gamer: Shadow Of War With Kumail Nanjiani  - CONAN on TBS","Team Coco",23,"Comedy",1131669,30878,825,2518,8,1
"Almost Like Praying (feat. Artists for Puerto Rico)","Lin-Manuel Miranda - Topic",10,"Music",114671,4738,170,426,8,1
"PUPPIES FIRST BATHTIME!","VLOGTOWSKI",22,"People & Blogs",197211,10688,154,1624,8,1
"Terry Crews Hallucinates While Eating Spicy Wings | Hot Ones","First We Feast",26,"Howto & Style",4496301,182221,1910,25963,8,1
"Friday Press Conference on 1 October Shooting Incident","Las Vegas Metropolitan Police",27,"Education",22651,0,0,0,8,1
"Did You Call My Girl!? | Anwar Jibawi","Anwar Jibawi",23,"Comedy",2651565,98455,2376,5228,8,1
"Jeremy Lin addresses Kenyon Martin's comments about his dreads","NBA Highlights · YouTube",17,"Sports",66363,556,13,283,8,1
"Las Vegas shooting: Paddock may have planned to escape - BBC News","BBC News",25,"News & Politics",1393132,4700,2510,6850,8,1
"DENY U by SUPERFRUIT","SUPERFRUIT",24,"Entertainment",213622,23104,150,3346,8,1
"Your Brain Vs. Your Crush!","Rclbeauty101",24,"Entertainment",800255,34800,936,5177,8,1
"Sam Smith - Pray (Official Audio)","SamSmithWorldVEVO",10,"Music",3271305,154628,1376,8821,8,1
"Tim McGraw, Faith Hill - The Rest of Our Life (Audio)","TimandFaithVEVO",10,"Music",114984,2082,55,170,8,1
"How To LEVEL UP Hot Chocolate Fudge Sauce","SORTEDfood",26,"Howto & Style",95843,3354,48,292,8,1
"10 Gadgets From Fan Mail put to the Test!","CrazyRussianHacker",28,"Science & Technology",1247617,27201,927,3153,8,1
"You Don't Know How It Feels - Tom Petty Cover (Walk off the Earth)","Walk off the Earth",10,"Music",182251,8544,68,333,8,1
"Explosive Video: Milo Yiannopoulos And White Supremacists At Karaoke","BuzzFeed News",22,"People & Blogs",172521,517,4760,3014,8,1
"Bu Reveals What Ended Relationship With Tracee Ellis Ross","thejasminebrand",22,"People & Blogs",11091,28,53,40,8,1
"How To Survive The Apocalypse  - Scientific Survival Tips","AsapSCIENCE",28,"Science & Technology",661825,26961,590,2296,8,1
"What's Really Been Going On | I Covet Thee","I Covet Thee",26,"Howto & Style",128599,8088,82,4189,8,1
"Replicas Movie Trailer","Freestyle Digital Media",1,"Film & Animation",292322,1014,57,145,8,1
"NEVER BEEN SO MAD. GRILLING WITH LIZA!!","Liza Koshy",23,"Comedy",4481334,337008,8011,15126,8,1
"Everything Wrong With Scream 2 In 19 Minutes Or Less","CinemaSins",1,"Film & Animation",913421,20974,514,3270,8,1
"Allergic - Cyanide & Happiness Shorts","ExplosmEntertainment",23,"Comedy",1444064,55491,3479,3198,8,1
"FBI agents question Las Vegas gunman's girlfriend for several hours","ABC News",25,"News & Politics",653512,2101,1202,4134,8,1
"Adam Savage Examines the Blade Runner 2049 Blasters!","Tested",28,"Science & Technology",207862,6672,95,646,8,1
"Tove Lo - Disco Tits","ToveLoVEVO",10,"Music",501454,20480,777,2046,8,1
"10 MINUTE GLAM AF MAKEUP CHALLENGE Ft. NIKKIE TUTORIALS","Jaclyn Hill",26,"Howto & Style",1097836,68710,2316,7031,8,1
"Nissan Heisman House | Teboween","Nissan USA",2,"Cars & Vehicles",160600,264,6,21,8,1
"How Bacteria Rule Over Your Body – The Microbiome","Kurzgesagt – In a Nutshell",27,"Education",1754556,103027,759,8657,8,1
"Insane Ways Rich People Are Prepping For The Apocalypse!","Greg and Mitch",27,"Education",162346,4929,764,711,8,1
"Big Little Lies: The Lessons We Learn","ScreenPrism",1,"Film & Animation",7805,501,14,54,8,1
"Vegas victim reunited with man who saved her","CBC News",25,"News & Politics",109754,855,46,213,8,1
"Ryan Gosling and Harrison Ford Lose It at Hilarious Interview! | This Morning","This Morning",24,"Entertainment",4250918,51209,1429,0,8,1
"4 Iconic Halloween Costumes for 2017","Tyler Oakley",24,"Entertainment",191395,18485,138,2074,8,1
"Dragon Age Inquisition - The Dawn Will Come - Peter Hollens Virtual Choir feat. 500+ Patrons!","Peter Hollens",10,"Music",85728,8863,46,1723,8,1
"Visiting Your Crappy Hometown","CollegeHumor",23,"Comedy",725411,25889,1104,3067,8,1
"TRUE FRIENDSHIP | Chris & Jack","Chris and Jack",23,"Comedy",45919,2497,19,183,8,1
"The NRA Wants To Regulate 'Bump Stock' Gun Accessories, Paul Ryan Says We Need To Learn More | TIME","TIME",25,"News & Politics",99284,420,869,1961,8,1
"Frozen Theory: Rapunzel Is Anna & Elsa's Cousin","SuperCarlinBrothers",22,"People & Blogs",207360,9854,225,2896,8,1
"P!nk - Whatever You Want (Lyric Video)","PinkVEVO",10,"Music",909757,49352,468,2115,8,1
"How to DIY Cute Miniature Cactus Resin/Polymer Clay Tutorial","PolymomoTea",26,"Howto & Style",20320,1451,7,166,8,1
"Maroon 5, Julia Michaels - Help Me Out (Audio)","Maroon5VEVO",10,"Music",1149528,60099,1140,2856,8,1
"Russell Brand Talks Marriage, Fatherhood & Recovery","Wendy Williams",24,"Entertainment",300633,5539,311,1546,8,1
"Tom Brady Leads Efficient TD Drive to Take the Lead! | Patriots vs. Buccaneers | NFL Wk 5 Highlights","NFL",17,"Sports",59858,276,45,195,8,1
"Viral 'Jeopardy' winner describes his success","Good Morning America",24,"Entertainment",63030,82,5,23,8,1
"How I Became A YouTube Star | Lucie Vlogs | Refinery29","Refinery29",26,"Howto & Style",16077,662,19,86,8,1
"Did the Las Vegas shooter plan a different attack?","Al Jazeera English",25,"News & Politics",533692,1738,615,2254,8,1
"POKÉMON POWER | Songify This","schmoyoho",10,"Music",126700,8942,103,1136,8,1
"Easy & Glam GLOSSY SKULL Halloween Makeup Tutorial","Chloe Morello",26,"Howto & Style",141065,8347,138,292,8,1
"Hunter Hayes - You Should Be Loved (Official Audio)","Hunter Hayes",10,"Music",38516,2521,33,216,8,1
"PlayerUnknown's Battlegrounds: THE ZONE","Nukazooka",24,"Entertainment",207391,11611,117,652,8,1
"5 DRUGSTORE Must Haves I ACTUALLY USE ALL THE TIME!","Amy Macedo",26,"Howto & Style",40527,2897,39,263,8,1
"A Primer On Puerto Rico | October 4, 2017 Act 1 | Full Frontal on TBS","Full Frontal with Samantha Bee",22,"People & Blogs",540938,7338,1421,1318,8,1
"Koenigsegg Agera RS 0-400-0","Koenigsegg",2,"Cars & Vehicles",2685338,41510,1184,6108,8,1
"What Would Happen If All The Bugs Died?","Life Noggin",27,"Education",419694,15422,255,3561,8,1
"HAPPY! | Season 1: Official Trailer #1 | SYFY","SYFY",24,"Entertainment",178831,1132,27,146,8,1
"Kerry Washington Is Best Friends with the Obamas (in Her Imagination)","Late Night with Seth Meyers",23,"Comedy",33336,461,5,17,8,1
"Gryffin - Nobody Compares To You (ft. Katie Pearlman) [Lyric Video]","Proximity",24,"Entertainment",257193,14815,130,406,8,1
"Charlie Puth – How Long [Official Audio]","Charlie Puth",10,"Music",2177310,156180,1011,13217,8,1
"Self Help Exercise | The Mom’s View","The Mom's View",22,"People & Blogs",42857,2349,74,378,8,1
"LAY 레이 'SHEEP (羊)' MV Teaser","SMTOWN",10,"Music",408912,79987,498,8288,8,1
"I Buy My Boyfriends Outfits","JennaMarbles",23,"Comedy",2468747,180225,1074,20793,8,1
"Mosaic: Official Trailer","HBO",1,"Film & Animation",14739,165,9,14,8,1
"BMW Hot Tub First Tests and Issues","colinfurze",2,"Cars & Vehicles",1112304,30714,980,2319,8,1
"ROMAN J. ISRAEL, ESQ. - Official Trailer (HD)","Sony Pictures Entertainment",24,"Entertainment",321099,538,26,67,8,1
"FULL FACE OF SEPHORA !!! IS THIS WORTH IT","Patricia Bright",26,"Howto & Style",351203,16280,268,2355,8,1
"New Orleans readies for storm surge from Hurricane Nate","CBS This Morning",25,"News & Politics",5907,55,11,59,8,1
"Worker Finds Secret Room in Home During Renovation","ViralHog",22,"People & Blogs",251758,198,29,73,8,1
"Google Pixel 2 Impressions!","Marques Brownlee",28,"Science & Technology",2623531,71183,2033,13177,8,1
"My Top 3 Drugstore Foundations | Nyma Tang","Nyma Tang",26,"Howto & Style",38428,3516,18,345,8,1
"October 4th - Google Event","Made by Google",28,"Science & Technology",2261324,0,0,0,8,1
"Grace VanderWaal - Escape My Mind (Audio)","GraceVanderWaalVEVO",10,"Music",332401,30470,173,3549,8,1
"Why We Feel Lonely and Odd","The School of Life",27,"Education",183335,9449,143,654,8,1
"Lukas Graham - Off To See The World [Official Audio]","Lukas Graham",10,"Music",123284,5731,124,689,8,1
"This Week I Learned to Solve the 5x5x5 Rubik's Cube","Mike Boyd",24,"Entertainment",313336,10446,165,2077,8,1
"Sisters of Vegas gunman's girlfriend say he sent her to the Philippines so she wouldn't interfere","The Oregonian",25,"News & Politics",482316,1000,354,0,8,1
"How to Get Your Car to Make Sharper Turns (Steering Angle Mod)","ChrisFix",2,"Cars & Vehicles",794621,30590,680,3809,8,1
"Arnold Was Hit With 1000000 Volts","Meet Arnold",22,"People & Blogs",1990925,58964,2580,9143,8,1
"Kittens Come Out of Box","Jukin Media",15,"Pets & Animals",23428,0,0,0,8,1
"An Englishman Plays Risk - Foil Arms and Hog","Foil Arms and Hog",23,"Comedy",170783,6524,122,367,8,1
"Donald Trump’s Cringe-Worthy Attempt To Date Brooke Shields | WWHL","Watch What Happens Live with Andy Cohen",24,"Entertainment",486614,1707,2402,1135,8,1
"DUSK TILL DAWN - Zayn ft. Sia | Kirsten Collins, Blake Rose, KHS Cover","Kurt Hugo Schneider",24,"Entertainment",288709,29203,450,1474,8,1
"Lauv - Easy Love [Official Video]","Lauv",10,"Music",266819,17243,112,1033,8,1
"Riverdale Cast Plays Truth or Dare | Teen Vogue","Teen Vogue",24,"Entertainment",1532908,64461,337,2678,8,1
"Redskins' Terrelle Pryor Goes After Chiefs Heckler: F**k Me? F**K YOU!! | TMZ Sports","TMZSports",17,"Sports",271719,106,166,479,8,1
"Kerry Washington Does Stephen's Makeup","The Late Show with Stephen Colbert",24,"Entertainment",237036,2701,72,324,8,1
"G Herbo Talks Humility, Chicago's Hip-Hop Diversity, His New Album & More","Breakfast Club Power 105.1 FM",24,"Entertainment",376671,5122,471,1795,8,1
"Jessie J - Not My Ex (Audio)","JessieJVEVO",10,"Music",324065,21790,307,1379,8,1
"Blade Runner 2049 - Movie Review","Jeremy Jahns",24,"Entertainment",400390,14271,568,2161,8,1
"Black Mirror & Friends | The One Where Ross Invents San Junipero | Netflix","Netflix",24,"Entertainment",217960,5577,56,277,8,1
"Did The Las Vegas Gunman Act Alone?","CBS Los Angeles",25,"News & Politics",93728,221,76,734,8,1
"What Makes Black Mirror So Dark — (GOT, BB spoilers)","Nerdwriter1",24,"Entertainment",800010,30139,1177,3021,8,1
"Lewis Capaldi - Fade (Official Audio)","LewisCapaldiVEVO",10,"Music",63581,5271,21,335,8,1
"Ellen & Oprah Take Over a Grocery Store Part 1","TheEllenShow",24,"Entertainment",2306086,39206,1079,2517,8,1
"GYMNASTICS IS A TOUGH SPORT! | Worlds Qualification | Vlog (2)","Nile Wilson",17,"Sports",118616,7584,31,472,8,1
"ET SI GAME OF THRONES ÉTAIT UN ANIME ? - MALEC","Malec",23,"Comedy",827778,23314,291,2264,8,1
"How Much Do You Poop In A Lifetime?","The Infographics Show",27,"Education",151318,5072,210,1569,8,1
"Reporters Laugh At People Waiting For Super Nintendo Classic","Funny Local News",20,"Gaming",10399,90,40,44,8,1
"The In-N-Out 100x100 Burger Challenge","BuzzFeedBlue",22,"People & Blogs",906398,13653,1174,1664,8,1
"CHUCKY HALLOWEEN COSTUME MAKEUP TUTORIAL W/ RAWBEAUTYKRISTI","Jordan Hanz",26,"Howto & Style",89138,6500,54,488,8,1
"I Sent Sammy To Try Out For The LA KINGS! | Shay Mitchell","Shay Mitchell",26,"Howto & Style",96117,6650,71,683,8,1
"We Built This - Musical Performance from black-ish Season 4 Premeire","ABC Television Network",24,"Entertainment",18254,683,8,91,8,1
"WHEN SPONGEBOB IS LIFE","Mashd N Kutcher",10,"Music",52776,3078,37,236,8,1
"SPICY Noodles & Chinese BURGERS in Los Angeles: Xi’an Street Food Tour","Strictly Dumpling",19,"Travel & Events",344131,8483,246,1234,8,1
"I'm a Psychopath | Hannah Stocking","Hannah Stocking",23,"Comedy",2652149,84469,2332,3118,8,1
"Self-Love vs Romantic Love","MyHarto",26,"Howto & Style",56230,4049,22,315,8,1
"Rich Uncle Pennybags Look-Alike Trolls Equifax Hearing","Roll Call",25,"News & Politics",134083,1850,39,214,8,1
