Amazon,,,,Starbucks,,,,Coca-Cola,,,,S&P 500,,,
date,close,Price Change,Return,date,close,Price Change,Return,date,close,Price Change,Return,date,close,Price Change,Return
12/16/2003,49.5,-0.91,-1.81,12/16/2003,7.0716,0.1061,1.52,12/16/2003,16.8859,0.2965,1.79,12/16/2003,81.1903,0.4203,0.52
12/17/2003,47.58,-1.92,-3.88,12/17/2003,7.0207,-0.0509,-0.72,12/17/2003,16.716,-0.1699,-1.01,12/17/2003,81.4455,0.2552,0.31
12/18/2003,48.75,1.17,2.46,12/18/2003,7.1445,0.1238,1.76,12/18/2003,16.6394,-0.0766,-0.46,12/18/2003,82.3613,0.9158,1.12
12/19/2003,49.24,0.49,1.01,12/19/2003,7.0914,-0.0531,-0.74,12/19/2003,16.6927,0.0533,0.32,12/19/2003,82.1331,-0.2282,-0.28
12/22/2003,49.89,0.65,1.32,12/22/2003,7.0716,-0.0198,-0.28,12/22/2003,16.7127,0.02,0.12,12/22/2003,82.7063,0.5732,0.70
12/23/2003,52.48,2.59,5.19,12/23/2003,7.0892,0.0176,0.25,12/23/2003,16.716,0.0033,0.02,12/23/2003,82.7591,0.0528,0.06
12/24/2003,53.32,0.84,1.60,12/24/2003,7.0384,-0.0508,-0.72,12/24/2003,16.626,-0.09,-0.54,12/24/2003,82.6762,-0.0829,-0.10
12/26/2003,53.47,0.15,0.28,12/26/2003,7.0583,0.0199,0.28,12/26/2003,16.646,0.02,0.12,12/26/2003,82.7365,0.0603,0.07
12/29/2003,53.47,0,0.00,12/29/2003,7.1378,0.0795,1.13,12/29/2003,16.7127,0.0667,0.40,12/29/2003,83.8376,1.1011,1.33
12/30/2003,52.83,-0.64,-1.20,12/30/2003,7.2285,0.0907,1.27,12/30/2003,16.8326,0.1199,0.72,12/30/2003,83.8527,0.0151,0.02
12/31/2003,52.62,-0.21,-0.40,12/31/2003,7.3279,0.0994,1.38,12/31/2003,16.9093,0.0767,0.46,12/31/2003,83.9281,0.0754,0.09
1/2/2004,51.9,-0.72,-1.37,1/2/2004,7.2726,-0.0553,-0.75,1/2/2004,16.776,-0.1333,-0.79,1/2/2004,83.8904,-0.0377,-0.04
1/5/2004,53.27,1.37,2.64,1/5/2004,7.3831,0.1105,1.52,1/5/2004,16.796,0.02,0.12,1/5/2004,84.803,0.9126,1.09
1/6/2004,53.03,-0.24,-0.45,1/6/2004,7.4737,0.0906,1.23,1/6/2004,16.726,-0.07,-0.42,1/6/2004,84.886,0.083,0.10
1/7/2004,51.9,-1.13,-2.13,1/7/2004,7.4428,-0.0309,-0.41,1/7/2004,16.6194,-0.1066,-0.64,1/7/2004,85.1726,0.2866,0.34
1/8/2004,50.24,-1.66,-3.20,1/8/2004,7.3765,-0.0663,-0.89,1/8/2004,16.6994,0.08,0.48,1/8/2004,85.512,0.3394,0.40
1/9/2004,51.59,1.35,2.69,1/9/2004,7.3146,-0.0619,-0.84,1/9/2004,16.5228,-0.1766,-1.06,1/9/2004,84.7653,-0.7467,-0.87
1/12/2004,52.95,1.36,2.64,1/12/2004,7.3721,0.0575,0.79,1/12/2004,16.6627,0.1399,0.85,1/12/2004,85.3913,0.626,0.74
1/13/2004,54.91,1.96,3.70,1/13/2004,7.3168,-0.0553,-0.75,1/13/2004,16.5627,-0.1,-0.60,1/13/2004,84.8935,-0.4978,-0.58
1/14/2004,55.8,0.89,1.62,1/14/2004,7.4318,0.115,1.57,1/14/2004,16.5927,0.03,0.18,1/14/2004,85.6025,0.709,0.84
1/15/2004,56.18,0.38,0.68,1/15/2004,7.5003,0.0685,0.92,1/15/2004,16.5694,-0.0233,-0.14,1/15/2004,85.8137,0.2112,0.25
1/16/2004,55.72,-0.46,-0.82,1/16/2004,7.6373,0.137,1.83,1/16/2004,16.6194,0.05,0.30,1/16/2004,86.1531,0.3394,0.40
1/20/2004,56.61,0.89,1.60,1/20/2004,7.6969,0.0596,0.78,1/20/2004,16.636,0.0166,0.10,1/20/2004,86.1304,-0.0227,-0.03
1/21/2004,56.2,-0.41,-0.72,1/21/2004,7.7345,0.0376,0.49,1/21/2004,16.5861,-0.0499,-0.30,1/21/2004,86.8092,0.6788,0.79
1/22/2004,57.18,0.98,1.74,1/22/2004,7.8958,0.1613,2.09,1/22/2004,16.4361,-0.15,-0.90,1/22/2004,86.583,-0.2262,-0.26
1/23/2004,57.11,-0.07,-0.12,1/23/2004,7.929,0.0332,0.42,1/23/2004,16.6727,0.2366,1.44,1/23/2004,86.3039,-0.2791,-0.32
1/26/2004,57.03,-0.08,-0.14,1/26/2004,8.0306,0.1016,1.28,1/26/2004,16.7227,0.05,0.30,1/26/2004,87.39,1.0861,1.26
1/27/2004,55.74,-1.29,-2.26,1/27/2004,7.8848,-0.1458,-1.82,1/27/2004,16.656,-0.0667,-0.40,1/27/2004,86.4925,-0.8975,-1.03
1/28/2004,51.96,-3.78,-6.78,1/28/2004,7.8362,-0.0486,-0.62,1/28/2004,16.4561,-0.1999,-1.20,1/28/2004,85.5044,-0.9881,-1.14
1/29/2004,49.22,-2.74,-5.27,1/29/2004,8.0616,0.2254,2.88,1/29/2004,16.5228,0.0667,0.41,1/29/2004,85.5874,0.083,0.10
1/30/2004,50.4,1.18,2.40,1/30/2004,8.0903,0.0287,0.36,1/30/2004,16.4061,-0.1167,-0.71,1/30/2004,85.5874,0,0.00
2/2/2004,48.27,-2.13,-4.23,2/2/2004,8.0063,-0.084,-1.04,2/2/2004,16.5294,0.1233,0.75,2/2/2004,85.957,0.3696,0.43
2/3/2004,44.94,-3.33,-6.90,2/3/2004,8.0594,0.0531,0.66,2/3/2004,16.6027,0.0733,0.44,2/3/2004,85.8137,-0.1433,-0.17
2/4/2004,45.39,0.45,1.00,2/4/2004,8.1455,0.0861,1.07,2/4/2004,16.5761,-0.0266,-0.16,2/4/2004,85.1122,-0.7015,-0.82
2/5/2004,46.04,0.65,1.43,2/5/2004,8.1234,-0.0221,-0.27,2/5/2004,16.786,0.2099,1.27,2/5/2004,85.3611,0.2489,0.29
2/6/2004,46.35,0.31,0.67,2/6/2004,8.2317,0.1083,1.33,2/6/2004,16.9892,0.2032,1.21,2/6/2004,86.319,0.9579,1.12
2/9/2004,45.86,-0.49,-1.06,2/9/2004,8.1389,-0.0928,-1.13,2/9/2004,17.459,0.4698,2.77,2/9/2004,86.3416,0.0226,0.03
2/10/2004,45.59,-0.27,-0.59,2/10/2004,8.1588,0.0199,0.24,2/10/2004,17.3824,-0.0766,-0.44,2/10/2004,86.6207,0.2791,0.32
2/11/2004,47.14,1.55,3.40,2/11/2004,8.2582,0.0994,1.22,2/11/2004,17.2591,-0.1233,-0.71,2/11/2004,87.5408,0.9201,1.06
2/12/2004,47.06,-0.08,-0.17,2/12/2004,8.1721,-0.0861,-1.04,2/12/2004,17.1725,-0.0866,-0.50,2/12/2004,87.224,-0.3168,-0.36
2/13/2004,46.38,-0.68,-1.44,2/13/2004,8.1102,-0.0619,-0.76,2/13/2004,17.0392,-0.1333,-0.78,2/13/2004,86.8318,-0.3922,-0.45
2/17/2004,45.53,-0.85,-1.83,2/17/2004,8.5632,0.453,5.59,2/17/2004,17.0392,0,0.00,2/17/2004,87.6162,0.7844,0.90
2/18/2004,44.87,-0.66,-1.45,2/18/2004,8.393,-0.1702,-1.99,2/18/2004,17.0725,0.0333,0.20,2/18/2004,87.2316,-0.3846,-0.44
2/19/2004,44.65,-0.22,-0.49,2/19/2004,8.4085,0.0155,0.18,2/19/2004,16.9926,-0.0799,-0.47,2/19/2004,86.9073,-0.3243,-0.37
2/20/2004,45.17,0.52,1.16,2/20/2004,8.3466,-0.0619,-0.74,2/20/2004,16.9726,-0.02,-0.12,2/20/2004,86.6433,-0.264,-0.30
2/23/2004,43.969,-1.201,-2.66,2/23/2004,8.3511,0.0045,0.05,2/23/2004,16.7727,-0.1999,-1.18,2/23/2004,86.4246,-0.2187,-0.25
2/24/2004,42.32,-1.649,-3.75,2/24/2004,8.5875,0.2364,2.83,2/24/2004,16.5861,-0.1866,-1.11,2/24/2004,86.2737,-0.1509,-0.17
2/25/2004,42.94,0.62,1.47,2/25/2004,8.6074,0.0199,0.23,2/25/2004,16.5428,-0.0433,-0.26,2/25/2004,86.6358,0.3621,0.42
2/26/2004,43.65,0.71,1.65,2/26/2004,8.2671,-0.3403,-3.95,2/26/2004,16.6027,0.0599,0.36,2/26/2004,86.6885,0.0527,0.06
2/27/2004,43.01,-0.64,-1.47,2/27/2004,8.2649,-0.0022,-0.03,2/27/2004,16.646,0.0433,0.26,2/27/2004,86.7489,0.0604,0.07
3/1/2004,42.97,-0.04,-0.09,3/1/2004,8.3599,0.095,1.15,3/1/2004,16.5328,-0.1132,-0.68,3/1/2004,87.6087,0.8598,0.99
3/2/2004,42.01,-0.96,-2.23,3/2/2004,8.2627,-0.0972,-1.16,3/2/2004,16.4195,-0.1133,-0.69,3/2/2004,87.0958,-0.5129,-0.59
3/3/2004,43.17,1.16,2.76,3/3/2004,8.3555,0.0928,1.12,3/3/2004,16.3728,-0.0467,-0.28,3/3/2004,87.2542,0.1584,0.18
3/4/2004,44.39,1.22,2.83,3/4/2004,8.382,0.0265,0.32,3/4/2004,16.2695,-0.1033,-0.63,3/4/2004,87.4805,0.2263,0.26
3/5/2004,44.09,-0.3,-0.68,3/5/2004,8.4019,0.0199,0.24,3/5/2004,16.6927,0.4232,2.60,3/5/2004,87.7746,0.2941,0.34
3/8/2004,43.5,-0.59,-1.34,3/8/2004,8.2781,-0.1238,-1.47,3/8/2004,16.6127,-0.08,-0.48,3/8/2004,86.7036,-1.071,-1.22
3/9/2004,42.71,-0.79,-1.82,3/9/2004,8.2936,0.0155,0.19,3/9/2004,16.7193,0.1066,0.64,3/9/2004,86.3567,-0.3469,-0.40
3/10/2004,41.55,-1.16,-2.72,3/10/2004,8.3599,0.0663,0.80,3/10/2004,16.626,-0.0933,-0.56,3/10/2004,84.9086,-1.4481,-1.68
3/11/2004,41.28,-0.27,-0.65,3/11/2004,8.3157,-0.0442,-0.53,3/11/2004,16.1363,-0.4897,-2.95,3/11/2004,83.8075,-1.1011,-1.30
3/12/2004,42.44,1.16,2.81,3/12/2004,8.3091,-0.0066,-0.08,3/12/2004,16.2267,0.0904,0.56,3/12/2004,84.9086,1.1011,1.31
3/15/2004,41.08,-1.36,-3.20,3/15/2004,8.1809,-0.1282,-1.54,3/15/2004,15.9789,-0.2478,-1.53,3/15/2004,83.8678,-1.0408,-1.23
3/16/2004,42.13,1.05,2.56,3/16/2004,8.2605,0.0796,0.97,3/16/2004,16.1296,0.1507,0.94,3/16/2004,84.3128,0.445,0.53
3/17/2004,42.8,0.67,1.59,3/17/2004,8.256,-0.0045,-0.05,3/17/2004,16.3707,0.2411,1.49,3/17/2004,85.2556,0.9428,1.12
3/18/2004,43.01,0.21,0.49,3/18/2004,8.1897,-0.0663,-0.80,3/18/2004,16.4243,0.0536,0.33,3/18/2004,85.2782,0.0226,0.03
3/19/2004,42.8,-0.21,-0.49,3/19/2004,8.1301,-0.0596,-0.73,3/19/2004,16.3372,-0.0871,-0.53,3/19/2004,84.0601,-1.2181,-1.43
3/22/2004,40.85,-1.95,-4.56,3/22/2004,8.2207,0.0906,1.11,3/22/2004,16.1597,-0.1775,-1.09,3/22/2004,82.9929,-1.0672,-1.27
3/23/2004,40.23,-0.62,-1.52,3/23/2004,8.1323,-0.0884,-1.08,3/23/2004,16.1195,-0.0402,-0.25,3/23/2004,82.8491,-0.1438,-0.17
3/24/2004,39.63,-0.6,-1.49,3/24/2004,8.1721,0.0398,0.49,3/24/2004,16.2401,0.1206,0.75,3/24/2004,82.9172,0.0681,0.08
3/25/2004,41.99,2.36,5.96,3/25/2004,8.2406,0.0685,0.84,3/25/2004,16.3305,0.0904,0.56,3/25/2004,84.0147,1.0975,1.32
3/26/2004,41.7,-0.29,-0.69,3/26/2004,8.1367,-0.1039,-1.26,3/26/2004,16.3372,0.0067,0.04,3/26/2004,84.0374,0.0227,0.03
3/29/2004,42.76,1.06,2.54,3/29/2004,8.3245,0.1878,2.31,3/29/2004,16.5449,0.2077,1.27,3/29/2004,85.2182,1.1808,1.41
3/30/2004,43.8,1.04,2.43,3/30/2004,8.4041,0.0796,0.96,3/30/2004,16.8228,0.2779,1.68,3/30/2004,85.5058,0.2876,0.34
3/31/2004,43.28,-0.52,-1.19,3/31/2004,8.3687,-0.0354,-0.42,3/31/2004,16.8463,0.0235,0.14,3/31/2004,85.6042,0.0984,0.12
4/1/2004,44.74,1.46,3.37,4/1/2004,8.4483,0.0796,0.95,4/1/2004,16.9401,0.0938,0.56,4/1/2004,86.1189,0.5147,0.60
4/2/2004,46.09,1.35,3.02,4/2/2004,8.6847,0.2364,2.80,4/2/2004,17.0573,0.1172,0.69,4/2/2004,86.7698,0.6509,0.76
4/5/2004,46.96,0.87,1.89,4/5/2004,8.7731,0.0884,1.02,4/5/2004,16.9401,-0.1172,-0.69,4/5/2004,87.2466,0.4768,0.55
4/6/2004,46.44,-0.52,-1.11,4/6/2004,8.7731,0,0.00,4/6/2004,17.0372,0.0971,0.57,4/6/2004,86.9666,-0.28,-0.32
4/7/2004,45.85,-0.59,-1.27,4/7/2004,8.6693,-0.1038,-1.18,4/7/2004,17.1075,0.0703,0.41,4/7/2004,86.7622,-0.2044,-0.24
4/8/2004,48.1,2.25,4.91,4/8/2004,8.6494,-0.0199,-0.23,4/8/2004,17.1611,0.0536,0.31,4/8/2004,86.5654,-0.1968,-0.23
4/12/2004,47.96,-0.14,-0.29,4/12/2004,8.6627,0.0133,0.15,4/12/2004,17.0305,-0.1306,-0.76,4/12/2004,86.906,0.3406,0.39
4/13/2004,46.58,-1.38,-2.88,4/13/2004,8.5035,-0.1592,-1.84,4/13/2004,17.0439,0.0134,0.08,4/13/2004,85.6874,-1.2186,-1.40
4/14/2004,46.79,0.21,0.45,4/14/2004,8.4505,-0.053,-0.62,4/14/2004,17.1444,0.1005,0.59,4/14/2004,85.8237,0.1363,0.16
4/15/2004,46.99,0.2,0.43,4/15/2004,8.4107,-0.0398,-0.47,4/15/2004,17.1477,0.0033,0.02,4/15/2004,85.4982,-0.3255,-0.38
4/16/2004,45.5,-1.49,-3.17,4/16/2004,8.3621,-0.0486,-0.58,4/16/2004,17.3922,0.2445,1.43,4/16/2004,86.1567,0.6585,0.77
4/19/2004,47.11,1.61,3.54,4/19/2004,8.4174,0.0553,0.66,4/19/2004,17.7506,0.3584,2.06,4/19/2004,86.1567,0,0.00
4/20/2004,45.2,-1.91,-4.05,4/20/2004,8.2273,-0.1901,-2.26,4/20/2004,17.5094,-0.2412,-1.36,4/20/2004,84.7111,-1.4456,-1.68
4/21/2004,45.72,0.52,1.15,4/21/2004,8.2273,0,0.00,4/21/2004,17.4592,-0.0502,-0.29,4/21/2004,85.2787,0.5676,0.67
4/22/2004,48.86,3.14,6.87,4/22/2004,8.6317,0.4044,4.92,4/22/2004,17.2348,-0.2244,-1.29,4/22/2004,86.4746,1.1959,1.40
4/23/2004,46.29,-2.57,-5.26,4/23/2004,8.6582,0.0265,0.31,4/23/2004,17.0975,-0.1373,-0.80,4/23/2004,86.5579,0.0833,0.10
4/26/2004,47.25,0.96,2.07,4/26/2004,8.6185,-0.0397,-0.46,4/26/2004,16.9769,-0.1206,-0.71,4/26/2004,86.4368,-0.1211,-0.14
4/27/2004,48,0.75,1.59,4/27/2004,8.6781,0.0596,0.69,4/27/2004,16.9836,0.0067,0.04,4/27/2004,86.5125,0.0757,0.09
4/28/2004,46.97,-1.03,-2.15,4/28/2004,8.6052,-0.0729,-0.84,4/28/2004,16.8161,-0.1675,-0.99,4/28/2004,85.3923,-1.1202,-1.29
4/29/2004,46.19,-0.78,-1.66,4/29/2004,8.6428,0.0376,0.44,4/29/2004,16.8999,0.0838,0.50,4/29/2004,84.6429,-0.7494,-0.88
4/30/2004,43.6,-2.59,-5.61,4/30/2004,8.6008,-0.042,-0.49,4/30/2004,16.9367,0.0368,0.22,4/30/2004,83.9844,-0.6585,-0.78
5/3/2004,44.41,0.81,1.86,5/3/2004,8.6516,0.0508,0.59,5/3/2004,16.9535,0.0168,0.10,5/3/2004,84.8851,0.9007,1.07
5/4/2004,43.95,-0.46,-1.04,5/4/2004,8.751,0.0994,1.15,5/4/2004,16.8362,-0.1173,-0.69,5/4/2004,84.817,-0.0681,-0.08
5/5/2004,44.26,0.31,0.71,5/5/2004,8.7997,0.0487,0.56,5/5/2004,17.1109,0.2747,1.63,5/5/2004,85.362,0.545,0.64
5/6/2004,43.14,-1.12,-2.53,5/6/2004,8.7135,-0.0862,-0.98,5/6/2004,17.1042,-0.0067,-0.04,5/6/2004,84.6278,-0.7342,-0.86
5/7/2004,41.9,-1.24,-2.87,5/7/2004,8.4306,-0.2829,-3.25,5/7/2004,16.9937,-0.1105,-0.65,5/7/2004,83.2276,-1.4002,-1.65
5/10/2004,41.26,-0.64,-1.53,5/10/2004,8.3908,-0.0398,-0.47,5/10/2004,16.7224,-0.2713,-1.60,5/10/2004,82.3723,-0.8553,-1.03
5/11/2004,42.7,1.44,3.49,5/11/2004,8.4262,0.0354,0.42,5/11/2004,16.7626,0.0402,0.24,5/11/2004,83.0686,0.6963,0.85
5/12/2004,43.02,0.32,0.75,5/12/2004,8.3466,-0.0796,-0.94,5/12/2004,16.719,-0.0436,-0.26,5/12/2004,83.5984,0.5298,0.64
5/13/2004,43.61,0.59,1.37,5/13/2004,8.3643,0.0177,0.21,5/13/2004,16.6152,-0.1038,-0.62,5/13/2004,83.2503,-0.3481,-0.42
5/14/2004,43.05,-0.56,-1.28,5/14/2004,8.4063,0.042,0.50,5/14/2004,16.7458,0.1306,0.79,5/14/2004,83.2881,0.0378,0.05
5/17/2004,42.08,-0.97,-2.25,5/17/2004,8.3047,-0.1016,-1.21,5/17/2004,16.6822,-0.0636,-0.38,5/17/2004,82.5766,-0.7115,-0.85
5/18/2004,41.99,-0.09,-0.21,5/18/2004,8.3113,0.0066,0.08,5/18/2004,16.7793,0.0971,0.58,5/18/2004,82.9929,0.4163,0.50
5/19/2004,41.69,-0.3,-0.71,5/19/2004,8.2958,-0.0155,-0.19,5/19/2004,16.5315,-0.2478,-1.48,5/19/2004,82.7053,-0.2876,-0.35
5/20/2004,40.98,-0.71,-1.70,5/20/2004,8.5013,0.2055,2.48,5/20/2004,16.6219,0.0904,0.55,5/20/2004,82.9702,0.2649,0.32
5/21/2004,41.17,0.19,0.46,5/21/2004,8.5676,0.0663,0.78,5/21/2004,16.5382,-0.0837,-0.50,5/21/2004,83.114,0.1438,0.17
5/24/2004,41.63,0.46,1.12,5/24/2004,8.5654,-0.0022,-0.03,5/24/2004,16.6889,0.1507,0.91,5/24/2004,83.4622,0.3482,0.42
5/25/2004,43.62,1.99,4.78,5/25/2004,8.7466,0.1812,2.12,5/25/2004,16.8764,0.1875,1.12,5/25/2004,84.6581,1.1959,1.43
5/26/2004,44.69,1.07,2.45,5/26/2004,8.7665,0.0199,0.23,5/26/2004,16.8195,-0.0569,-0.34,5/26/2004,84.9533,0.2952,0.35
5/27/2004,47.62,2.93,6.56,5/27/2004,8.8439,0.0774,0.88,5/27/2004,17.1879,0.3684,2.19,5/27/2004,85.4301,0.4768,0.56
5/28/2004,48.5,0.88,1.85,5/28/2004,8.972,0.1281,1.45,5/28/2004,17.1979,0.01,0.06,5/28/2004,85.4225,-0.0076,-0.01
6/1/2004,50.23,1.73,3.57,6/1/2004,9.0715,0.0995,1.11,6/1/2004,17.1042,-0.0937,-0.54,6/1/2004,85.309,-0.1135,-0.13
6/2/2004,50.35,0.12,0.24,6/2/2004,9.1532,0.0817,0.90,6/2/2004,17.3955,0.2913,1.70,6/2/2004,85.6269,0.3179,0.37
6/3/2004,49.4,-0.95,-1.89,6/3/2004,9.1046,-0.0486,-0.53,6/3/2004,17.3386,-0.0569,-0.33,6/3/2004,84.8397,-0.7872,-0.92
6/4/2004,50.95,1.55,3.14,6/4/2004,9.14,0.0354,0.39,6/4/2004,17.5061,0.1675,0.97,6/4/2004,85.5134,0.6737,0.79
6/7/2004,51.76,0.81,1.59,6/7/2004,9.3521,0.2121,2.32,6/7/2004,17.6534,0.1473,0.84,6/7/2004,86.8152,1.3018,1.52
6/8/2004,51.94,0.18,0.35,6/8/2004,9.5223,0.1702,1.82,6/8/2004,17.6199,-0.0335,-0.19,6/8/2004,86.9363,0.1211,0.14
6/9/2004,50.24,-1.7,-3.27,6/9/2004,9.4472,-0.0751,-0.79,6/9/2004,17.3353,-0.2846,-1.62,6/9/2004,86.1264,-0.8099,-0.93
6/10/2004,49.94,-0.3,-0.60,6/10/2004,9.4206,-0.0266,-0.28,6/10/2004,17.2917,-0.0436,-0.25,6/10/2004,86.5503,0.4239,0.49
6/14/2004,49.25,-0.69,-1.38,6/14/2004,9.277,-0.1436,-1.52,6/14/2004,17.2917,0,0.00,6/14/2004,85.695,-0.8553,-0.99
6/15/2004,50.11,0.86,1.75,6/15/2004,9.4538,0.1768,1.91,6/15/2004,17.2412,-0.0505,-0.29,6/15/2004,86.3005,0.6055,0.71
6/16/2004,50.57,0.46,0.92,6/16/2004,9.4847,0.0309,0.33,6/16/2004,17.2278,-0.0134,-0.08,6/16/2004,86.2854,-0.0151,-0.02
6/17/2004,49.77,-0.8,-1.58,6/17/2004,9.5157,0.031,0.33,6/17/2004,17.1941,-0.0337,-0.20,6/17/2004,86.1567,-0.1287,-0.15
6/18/2004,49.6,-0.17,-0.34,6/18/2004,9.6571,0.1414,1.49,6/18/2004,17.2951,0.101,0.59,6/18/2004,86.3187,0.162,0.19
6/21/2004,49.77,0.17,0.34,6/21/2004,9.6703,0.0132,0.14,6/21/2004,17.2211,-0.074,-0.43,6/21/2004,85.992,-0.3267,-0.38
6/22/2004,49,-0.77,-1.55,6/22/2004,9.6792,0.0089,0.09,6/22/2004,17.1706,-0.0505,-0.29,6/22/2004,86.425,0.433,0.50
6/23/2004,50.81,1.81,3.69,6/23/2004,9.7632,0.084,0.87,6/23/2004,17.2648,0.0942,0.55,6/23/2004,87.1695,0.7445,0.86
6/24/2004,51.02,0.21,0.41,6/24/2004,9.6416,-0.1216,-1.25,6/24/2004,17.1773,-0.0875,-0.51,6/24/2004,86.896,-0.2735,-0.31
6/25/2004,51.8,0.78,1.53,6/25/2004,9.5466,-0.095,-0.99,6/25/2004,16.8609,-0.3164,-1.84,6/25/2004,86.4782,-0.4178,-0.48
6/28/2004,53.39,1.59,3.07,6/28/2004,9.5621,0.0155,0.16,6/28/2004,16.9585,0.0976,0.58,6/28/2004,86.182,-0.2962,-0.34
6/29/2004,53.71,0.32,0.60,6/29/2004,9.5488,-0.0133,-0.14,6/29/2004,17.009,0.0505,0.30,6/29/2004,86.539,0.357,0.41
6/30/2004,54.4,0.69,1.28,6/30/2004,9.6107,0.0619,0.65,6/30/2004,16.9888,-0.0202,-0.12,6/30/2004,87.0024,0.4634,0.54
7/1/2004,52.56,-1.84,-3.38,7/1/2004,9.8604,0.2497,2.60,7/1/2004,16.9484,-0.0404,-0.24,7/1/2004,85.7945,-1.2079,-1.39
7/2/2004,52.59,0.03,0.06,7/2/2004,10.0637,0.2033,2.06,7/2/2004,17.0057,0.0573,0.34,7/2/2004,85.749,-0.0455,-0.05
7/6/2004,51.24,-1.35,-2.57,7/6/2004,10.035,-0.0287,-0.29,7/6/2004,17.0494,0.0437,0.26,7/6/2004,84.9969,-0.7521,-0.88
7/7/2004,51,-0.24,-0.47,7/7/2004,10.1963,0.1613,1.61,7/7/2004,16.9686,-0.0808,-0.47,7/7/2004,85.2476,0.2507,0.29
7/8/2004,49.5,-1.5,-2.94,7/8/2004,9.9775,-0.2188,-2.15,7/8/2004,17.0158,0.0472,0.28,7/8/2004,84.6551,-0.5925,-0.70
7/9/2004,48.32,-1.18,-2.38,7/9/2004,10.0902,0.1127,1.13,7/9/2004,17.1706,0.1548,0.91,7/9/2004,84.8754,0.2203,0.26
7/12/2004,49.05,0.73,1.51,7/12/2004,10.0792,-0.011,-0.11,7/12/2004,17.1066,-0.064,-0.37,7/12/2004,84.9133,0.0379,0.04
7/13/2004,49.6,0.55,1.12,7/13/2004,10.1212,0.042,0.42,7/13/2004,17.0494,-0.0572,-0.33,7/13/2004,84.9741,0.0608,0.07
7/14/2004,49.5,-0.1,-0.20,7/14/2004,10.1565,0.0353,0.35,7/14/2004,17.2177,0.1683,0.99,7/14/2004,84.7158,-0.2583,-0.30
7/15/2004,48.67,-0.83,-1.68,7/15/2004,10.1698,0.0133,0.13,7/15/2004,17.11,-0.1077,-0.63,7/15/2004,84.1689,-0.5469,-0.65
7/16/2004,47.1,-1.57,-3.23,7/16/2004,10.2029,0.0331,0.33,7/16/2004,17.0225,-0.0875,-0.51,7/16/2004,84.1005,-0.0684,-0.08
7/19/2004,46.02,-1.08,-2.29,7/19/2004,10.2913,0.0884,0.87,7/19/2004,16.9417,-0.0808,-0.47,7/19/2004,83.7435,-0.357,-0.42
7/20/2004,46.99,0.97,2.11,7/20/2004,10.2604,-0.0309,-0.30,7/20/2004,16.8542,-0.0875,-0.52,7/20/2004,84.807,1.0635,1.27
7/21/2004,44.76,-2.23,-4.75,7/21/2004,10.0858,-0.1746,-1.70,7/21/2004,16.5581,-0.2961,-1.76,7/21/2004,83.2421,-1.5649,-1.85
7/22/2004,45.82,1.06,2.37,7/22/2004,10.5543,0.4685,4.65,7/22/2004,16.4807,-0.0774,-0.47,7/22/2004,83.47,0.2279,0.27
7/23/2004,39.98,-5.84,-12.75,7/23/2004,10.3996,-0.1547,-1.47,7/23/2004,15.2018,-1.2789,-7.76,7/23/2004,82.7711,-0.6989,-0.84
7/26/2004,38.78,-1.2,-3.00,7/26/2004,10.3267,-0.0729,-0.70,7/26/2004,14.909,-0.2928,-1.93,7/26/2004,82.6116,-0.1595,-0.19
7/27/2004,39.11,0.33,0.85,7/27/2004,10.5565,0.2298,2.23,7/27/2004,14.7239,-0.1851,-1.24,7/27/2004,83.3865,0.7749,0.94
7/28/2004,37.97,-1.14,-2.91,7/28/2004,10.5808,0.0243,0.23,7/28/2004,14.7003,-0.0236,-0.16,7/28/2004,83.6371,0.2506,0.30
7/29/2004,38.58,0.61,1.61,7/29/2004,10.5035,-0.0773,-0.73,7/29/2004,14.4917,-0.2086,-1.42,7/29/2004,83.9942,0.3571,0.43
7/30/2004,38.92,0.34,0.88,7/30/2004,10.3841,-0.1194,-1.14,7/30/2004,14.7609,0.2692,1.86,7/30/2004,84.1993,0.2051,0.24
8/2/2004,38.3,-0.62,-1.59,8/2/2004,10.2692,-0.1149,-1.11,8/2/2004,14.8787,0.1178,0.80,8/2/2004,84.374,0.1747,0.21
8/3/2004,37.61,-0.69,-1.80,8/3/2004,10.1322,-0.137,-1.33,8/3/2004,14.845,-0.0337,-0.23,8/3/2004,83.7207,-0.6533,-0.77
8/4/2004,37.12,-0.49,-1.30,8/4/2004,10.0394,-0.0928,-0.92,8/4/2004,14.8753,0.0303,0.20,8/4/2004,83.7131,-0.0076,-0.01
8/5/2004,35.61,-1.51,-4.07,8/5/2004,10.0085,-0.0309,-0.31,8/5/2004,14.7575,-0.1178,-0.79,8/5/2004,82.3457,-1.3674,-1.63
8/6/2004,35.49,-0.12,-0.34,8/6/2004,9.6527,-0.3558,-3.55,8/6/2004,14.6397,-0.1178,-0.80,8/6/2004,81.1683,-1.1774,-1.43
8/9/2004,35.32,-0.17,-0.48,8/9/2004,9.7145,0.0618,0.64,8/9/2004,14.5455,-0.0942,-0.64,8/9/2004,81.2822,0.1139,0.14
8/10/2004,37.1,1.78,5.04,8/10/2004,9.962,0.2475,2.55,8/10/2004,14.6263,0.0808,0.56,8/10/2004,82.3305,1.0483,1.29
