Amazon,,,,Starbucks,,,,Coca-Cola,,,,S&P 500,,,
date,close,Price Change,Return,date,close,Price Change,Return,date,close,Price Change,Return,date,close,Price Change,Return
8/18/2014,334.53,0.9,0.27,8/18/2014,36.6891,0.3216,0.88,8/18/2014,36.9766,0.4202,1.15,8/18/2014,183.7893,1.5272,0.84
8/19/2014,335.13,0.6,0.18,8/19/2014,36.9397,0.2506,0.68,8/19/2014,36.8962,-0.0804,-0.22,8/19/2014,184.7485,0.9592,0.52
8/20/2014,335.78,0.65,0.19,8/20/2014,36.8971,-0.0426,-0.12,8/20/2014,36.8872,-0.009,-0.02,8/20/2014,185.242,0.4935,0.27
8/21/2014,332.91,-2.87,-0.85,8/21/2014,36.6323,-0.2648,-0.72,8/21/2014,37.0303,0.1431,0.39,8/21/2014,185.7822,0.5402,0.29
8/22/2014,331.59,-1.32,-0.40,8/22/2014,36.5425,-0.0898,-0.25,8/22/2014,36.771,-0.2593,-0.70,8/22/2014,185.4935,-0.2887,-0.16
8/25/2014,334.02,2.43,0.73,8/25/2014,36.8688,0.3263,0.89,8/25/2014,37.0303,0.2593,0.71,8/25/2014,186.434,0.9405,0.51
8/26/2014,341.83,7.81,2.34,8/26/2014,36.7836,-0.0852,-0.23,8/26/2014,37.2002,0.1699,0.46,8/26/2014,186.5551,0.1211,0.06
8/27/2014,343.18,1.35,0.39,8/27/2014,36.8451,0.0615,0.17,8/27/2014,37.2002,0,0.00,8/27/2014,186.4806,-0.0745,-0.04
8/28/2014,340.02,-3.16,-0.92,8/28/2014,36.7931,-0.052,-0.14,8/28/2014,37.227,0.0268,0.07,8/28/2014,186.3781,-0.1025,-0.05
8/29/2014,339.04,-0.98,-0.29,8/29/2014,36.7931,0,0.00,8/29/2014,37.3075,0.0805,0.22,8/29/2014,186.909,0.5309,0.28
9/2/2014,342.38,3.34,0.99,9/2/2014,36.6371,-0.156,-0.42,9/2/2014,37.236,-0.0715,-0.19,9/2/2014,186.8158,-0.0932,-0.05
9/3/2014,339,-3.38,-0.99,9/3/2014,36.3108,-0.3263,-0.89,9/3/2014,37.3612,0.1252,0.34,9/3/2014,186.7134,-0.1024,-0.05
9/4/2014,345.95,6.95,2.05,9/4/2014,36.4857,0.1749,0.48,9/4/2014,37.4417,0.0805,0.22,9/4/2014,186.4433,-0.2701,-0.14
9/5/2014,346.38,0.43,0.12,9/5/2014,36.8593,0.3736,1.02,9/5/2014,37.4148,-0.0269,-0.07,9/5/2014,187.2814,0.8381,0.45
9/8/2014,342.34,-4.04,-1.17,9/8/2014,36.7269,-0.1324,-0.36,9/8/2014,37.3612,-0.0536,-0.14,9/8/2014,186.7972,-0.4842,-0.26
9/9/2014,329.75,-12.59,-3.68,9/9/2014,36.4668,-0.2601,-0.71,9/9/2014,37.5042,0.143,0.38,9/9/2014,185.6145,-1.1827,-0.63
9/10/2014,331.33,1.58,0.48,9/10/2014,36.5094,0.0426,0.12,9/10/2014,37.7099,0.2057,0.55,9/10/2014,186.313,0.6985,0.38
9/11/2014,330.52,-0.81,-0.24,9/11/2014,35.994,-0.5154,-1.41,9/11/2014,37.7859,0.076,0.20,9/11/2014,186.5271,0.2141,0.11
9/12/2014,331.19,0.67,0.20,9/12/2014,35.6866,-0.3074,-0.85,9/12/2014,37.3446,-0.4413,-1.17,9/12/2014,185.4376,-1.0895,-0.58
9/15/2014,323.89,-7.3,-2.20,9/15/2014,35.4265,-0.2601,-0.73,9/15/2014,37.3806,0.036,0.10,9/15/2014,185.2979,-0.1397,-0.08
9/16/2014,327.76,3.87,1.19,9/16/2014,35.5069,0.0804,0.23,9/16/2014,37.5067,0.1261,0.34,9/16/2014,186.6948,1.3969,0.75
9/17/2014,324,-3.76,-1.15,9/17/2014,35.6251,0.1182,0.33,9/17/2014,37.4797,-0.027,-0.07,9/17/2014,186.9462,0.2514,0.13
9/18/2014,325,1,0.31,9/18/2014,35.8095,0.1844,0.52,9/18/2014,37.6418,0.1621,0.43,9/18/2014,187.9426,0.9964,0.53
9/19/2014,331.32,6.32,1.94,9/19/2014,35.9703,0.1608,0.45,9/19/2014,37.876,0.2342,0.62,9/19/2014,187.7741,-0.1685,-0.09
9/22/2014,324.5,-6.82,-2.06,9/22/2014,35.2752,-0.6951,-1.93,9/22/2014,38.0291,0.1531,0.40,9/22/2014,186.3239,-1.4502,-0.77
9/23/2014,323.63,-0.87,-0.27,9/23/2014,34.9702,-0.305,-0.86,9/23/2014,37.7319,-0.2972,-0.78,9/23/2014,185.2573,-1.0666,-0.57
9/24/2014,328.21,4.58,1.42,9/24/2014,35.6157,0.6455,1.85,9/24/2014,38.0742,0.3423,0.91,9/24/2014,186.7075,1.4502,0.78
9/25/2014,321.93,-6.28,-1.91,9/25/2014,35.0482,-0.5675,-1.59,9/25/2014,37.6328,-0.4414,-1.16,9/25/2014,183.6949,-3.0126,-1.61
9/26/2014,323.21,1.28,0.40,9/26/2014,35.5447,0.4965,1.42,9/26/2014,38.0111,0.3783,1.01,9/26/2014,185.1544,1.4595,0.79
9/29/2014,321.82,-1.39,-0.43,9/29/2014,35.592,0.0473,0.13,9/29/2014,38.0562,0.0451,0.12,9/29/2014,184.8176,-0.3368,-0.18
9/30/2014,322.44,0.62,0.19,9/30/2014,35.6819,0.0899,0.25,9/30/2014,38.4255,0.3693,0.97,9/30/2014,184.3311,-0.4865,-0.26
10/1/2014,317.46,-4.98,-1.54,10/1/2014,35.2799,-0.402,-1.13,10/1/2014,38.4975,0.072,0.19,10/1/2014,181.833,-2.4981,-1.36
10/2/2014,318.41,0.95,0.30,10/2/2014,35.2043,-0.0756,-0.21,10/2/2014,38.4255,-0.072,-0.19,10/2/2014,181.8611,0.0281,0.02
10/3/2014,322.74,4.33,1.36,10/3/2014,35.8852,0.6809,1.93,10/3/2014,38.7317,0.3062,0.80,10/3/2014,183.8633,2.0022,1.10
10/6/2014,322.2,-0.54,-0.17,10/6/2014,35.5329,-0.3523,-0.98,10/6/2014,39.2721,0.5404,1.40,10/6/2014,183.6481,-0.2152,-0.12
10/7/2014,316.98,-5.22,-1.62,10/7/2014,35.0151,-0.5178,-1.46,10/7/2014,39.5604,0.2883,0.73,10/7/2014,180.8132,-2.8349,-1.54
10/8/2014,322.7,5.72,1.80,10/8/2014,35.5873,0.5722,1.63,10/8/2014,40.1278,0.5674,1.43,10/8/2014,183.9756,3.1624,1.75
10/9/2014,315.37,-7.33,-2.27,10/9/2014,35.2185,-0.3688,-1.04,10/9/2014,39.5153,-0.6125,-1.53,10/9/2014,180.3267,-3.6489,-1.98
10/10/2014,311.39,-3.98,-1.26,10/10/2014,35.209,-0.0095,-0.03,10/10/2014,40.0558,0.5405,1.37,10/10/2014,178.2684,-2.0583,-1.14
10/13/2014,306.45,-4.94,-1.59,10/13/2014,34.1356,-1.0734,-3.05,10/13/2014,39.6955,-0.3603,-0.90,10/13/2014,175.34,-2.9284,-1.64
10/14/2014,308.31,1.86,0.61,10/14/2014,34.3957,0.2601,0.76,10/14/2014,39.3082,-0.3873,-0.98,10/14/2014,175.6113,0.2713,0.15
10/15/2014,305.97,-2.34,-0.76,10/15/2014,34.2255,-0.1702,-0.49,10/15/2014,38.9389,-0.3693,-0.94,10/15/2014,174.4231,-1.1882,-0.68
10/16/2014,302.86,-3.11,-1.02,10/16/2014,34.3484,0.1229,0.36,10/16/2014,38.3354,-0.6035,-1.55,10/16/2014,174.2734,-0.1497,-0.09
10/17/2014,303.64,0.78,0.26,10/17/2014,34.774,0.4256,1.24,10/17/2014,38.6236,0.2882,0.75,10/17/2014,176.3317,2.0583,1.18
10/20/2014,306.21,2.57,0.85,10/20/2014,35.3225,0.5485,1.58,10/20/2014,38.9929,0.3693,0.96,10/20/2014,178.0439,1.7122,0.97
10/21/2014,315.33,9.12,2.98,10/21/2014,35.1617,-0.1608,-0.46,10/21/2014,36.642,-2.3509,-6.03,10/21/2014,181.5711,3.5272,1.98
10/22/2014,312.97,-2.36,-0.75,10/22/2014,35.2752,0.1135,0.32,10/22/2014,36.588,-0.054,-0.15,10/22/2014,180.28,-1.2911,-0.71
10/23/2014,313.18,0.21,0.07,10/23/2014,35.3887,0.1135,0.32,10/23/2014,36.8041,0.2161,0.59,10/23/2014,182.3757,2.0957,1.16
10/24/2014,287.06,-26.12,-8.34,10/24/2014,35.8474,0.4587,1.30,10/24/2014,36.9573,0.1532,0.42,10/24/2014,183.7791,1.4034,0.77
10/27/2014,289.97,2.91,1.01,10/27/2014,35.923,0.0756,0.21,10/27/2014,36.7141,-0.2432,-0.66,10/27/2014,183.5265,-0.2526,-0.14
10/28/2014,295.59,5.62,1.94,10/28/2014,36.4337,0.5107,1.42,10/28/2014,36.5339,-0.1802,-0.49,10/28/2014,185.6316,2.1051,1.15
10/29/2014,294.12,-1.47,-0.50,10/29/2014,36.1926,-0.2411,-0.66,10/29/2014,36.8942,0.3603,0.99,10/29/2014,185.3509,-0.2807,-0.15
10/30/2014,299.07,4.95,1.68,10/30/2014,36.5614,0.3688,1.02,10/30/2014,37.2905,0.3963,1.07,10/30/2014,186.5391,1.1882,0.64
10/31/2014,305.46,6.39,2.14,10/31/2014,35.7292,-0.8322,-2.28,10/31/2014,37.7229,0.4324,1.16,10/31/2014,188.6722,2.1331,1.14
11/3/2014,305.72,0.26,0.09,11/3/2014,35.9845,0.2553,0.71,11/3/2014,37.6598,-0.0631,-0.17,11/3/2014,188.7752,0.103,0.05
11/4/2014,302.81,-2.91,-0.95,11/4/2014,36.2729,0.2884,0.80,11/4/2014,37.6688,0.009,0.02,11/4/2014,188.1202,-0.655,-0.35
11/5/2014,296.52,-6.29,-2.08,11/5/2014,36.2493,-0.0236,-0.07,11/5/2014,38.1102,0.4414,1.17,11/5/2014,189.3084,1.1882,0.63
11/6/2014,296.64,0.12,0.04,11/6/2014,36.6229,0.3736,1.03,11/6/2014,38.0922,-0.018,-0.05,11/6/2014,190.0663,0.7579,0.40
11/7/2014,299.86,3.22,1.09,11/7/2014,36.7836,0.1607,0.44,11/7/2014,38.1192,0.027,0.07,11/7/2014,190.244,0.1777,0.09
11/10/2014,305.11,5.25,1.75,11/10/2014,36.8688,0.0852,0.23,11/10/2014,38.1823,0.0631,0.17,11/10/2014,190.8428,0.5988,0.31
11/11/2014,312.01,6.9,2.26,11/11/2014,36.9067,0.0379,0.10,11/11/2014,38.2903,0.108,0.28,11/11/2014,191.0299,0.1871,0.10
11/12/2014,311.51,-0.5,-0.16,11/12/2014,36.9637,0.057,0.15,11/12/2014,38.4705,0.1802,0.47,11/12/2014,190.8241,-0.2058,-0.11
11/13/2014,316.48,4.97,1.60,11/13/2014,36.9827,0.019,0.05,11/13/2014,38.5426,0.0721,0.19,11/13/2014,191.0393,0.2152,0.11
11/14/2014,327.82,11.34,3.58,11/14/2014,37.0919,0.1092,0.30,11/14/2014,38.4885,-0.0541,-0.14,11/14/2014,191.0861,0.0468,0.02
11/17/2014,323.05,-4.77,-1.46,11/17/2014,36.9542,-0.1377,-0.37,11/17/2014,38.6596,0.1711,0.44,11/17/2014,191.2077,0.1216,0.06
11/18/2014,324.93,1.88,0.58,11/18/2014,36.8308,-0.1234,-0.33,11/18/2014,39.2091,0.5495,1.42,11/18/2014,192.3117,1.104,0.58
11/19/2014,326.54,1.61,0.50,11/19/2014,36.9495,0.1187,0.32,11/19/2014,39.8306,0.6215,1.59,11/19/2014,192.003,-0.3087,-0.16
11/20/2014,330.54,4,1.22,11/20/2014,37.1299,0.1804,0.49,11/20/2014,39.8576,0.027,0.07,11/20/2014,192.3398,0.3368,0.18
11/21/2014,332.63,2.09,0.63,11/21/2014,37.8706,0.7407,1.99,11/21/2014,40.0828,0.2252,0.57,11/21/2014,193.3689,1.0291,0.54
11/24/2014,335.64,3.01,0.90,11/24/2014,38.2314,0.3608,0.95,11/24/2014,39.8756,-0.2072,-0.52,11/24/2014,193.9116,0.5427,0.28
11/25/2014,335.04,-0.6,-0.18,11/25/2014,38.0843,-0.1471,-0.38,11/25/2014,40.0198,0.1442,0.36,11/25/2014,193.7712,-0.1404,-0.07
11/26/2014,333.57,-1.47,-0.44,11/26/2014,37.8421,-0.2422,-0.64,11/26/2014,40.1684,0.1486,0.37,11/26/2014,194.2671,0.4959,0.26
11/28/2014,338.64,5.07,1.52,11/28/2014,38.5591,0.717,1.89,11/28/2014,40.6581,0.4897,1.22,11/28/2014,193.8554,-0.4117,-0.21
12/1/2014,326,-12.64,-3.73,12/1/2014,38.3881,-0.171,-0.44,12/1/2014,40.4042,-0.2539,-0.62,12/1/2014,192.5082,-1.3472,-0.69
12/2/2014,326.31,0.31,0.10,12/2/2014,38.1602,-0.2279,-0.59,12/2/2014,40.3951,-0.0091,-0.02,12/2/2014,193.7525,1.2443,0.65
12/3/2014,316.5,-9.81,-3.01,12/3/2014,38.2077,0.0475,0.12,12/3/2014,39.724,-0.6711,-1.66,12/3/2014,194.501,0.7485,0.39
12/4/2014,316.93,0.43,0.14,12/4/2014,38.6065,0.3988,1.04,12/4/2014,39.4519,-0.2721,-0.68,12/4/2014,194.2858,-0.2152,-0.11
12/5/2014,312.63,-4.3,-1.36,12/5/2014,39.6796,1.0731,2.78,12/5/2014,39.4791,0.0272,0.07,12/5/2014,194.6039,0.3181,0.16
12/8/2014,306.64,-5.99,-1.92,12/8/2014,39.7888,0.1092,0.28,12/8/2014,39.1254,-0.3537,-0.90,12/8/2014,193.3034,-1.3005,-0.67
12/9/2014,312.5,5.86,1.91,12/9/2014,39.4232,-0.3656,-0.92,12/9/2014,38.1278,-0.9976,-2.55,12/9/2014,193.1725,-0.1309,-0.07
12/10/2014,305.84,-6.66,-2.13,12/10/2014,39.2475,-0.1757,-0.45,12/10/2014,37.7287,-0.3991,-1.05,12/10/2014,190.0756,-3.0969,-1.60
12/11/2014,307.36,1.52,0.50,12/11/2014,39.4659,0.2184,0.56,12/11/2014,37.6652,-0.0635,-0.17,12/11/2014,191.0393,0.9637,0.51
12/12/2014,307.32,-0.04,-0.01,12/12/2014,39.5277,0.0618,0.16,12/12/2014,37.1029,-0.5623,-1.49,12/12/2014,187.9518,-3.0875,-1.62
12/15/2014,306.07,-1.25,-0.41,12/15/2014,38.4071,-1.1206,-2.83,12/15/2014,36.7946,-0.3083,-0.83,12/15/2014,186.6607,-1.2911,-0.69
12/16/2014,295.06,-11.01,-3.60,12/16/2014,37.5715,-0.8356,-2.18,12/16/2014,36.6313,-0.1633,-0.44,12/16/2014,185.1638,-1.4969,-0.80
12/17/2014,298.88,3.82,1.29,12/17/2014,38.1911,0.6196,1.65,12/17/2014,37.6834,1.0521,2.87,12/17/2014,188.7939,3.6301,1.96
12/18/2014,297.73,-1.15,-0.38,12/18/2014,37.9988,-0.1923,-0.50,12/18/2014,38.4452,0.7618,2.02,12/18/2014,193.4625,4.6686,2.47
12/19/2014,299.9,2.17,0.73,12/19/2014,37.7187,-0.2801,-0.74,12/19/2014,38.0461,-0.3991,-1.04,12/19/2014,194.2811,0.8186,0.42
12/22/2014,306.54,6.64,2.21,12/22/2014,38.2409,0.5222,1.38,12/22/2014,38.4089,0.3628,0.95,12/22/2014,195.1748,0.8937,0.46
12/23/2014,306.285,-0.255,-0.08,12/23/2014,38.6635,0.4226,1.11,12/23/2014,38.9712,0.5623,1.46,12/23/2014,195.4382,0.2634,0.13
12/24/2014,303.03,-3.255,-1.06,12/24/2014,38.5876,-0.0759,-0.20,12/24/2014,38.944,-0.0272,-0.07,12/24/2014,195.4571,0.0189,0.01
12/26/2014,309.09,6.06,2.00,12/26/2014,38.8534,0.2658,0.69,12/26/2014,38.9622,0.0182,0.05,12/26/2014,196.0874,0.6303,0.32
12/29/2014,312.04,2.95,0.95,12/29/2014,39.1146,0.2612,0.67,12/29/2014,38.8715,-0.0907,-0.23,12/29/2014,196.3508,0.2634,0.13
12/30/2014,310.3,-1.74,-0.56,12/30/2014,38.8345,-0.2801,-0.72,12/30/2014,38.7808,-0.0907,-0.23,12/30/2014,195.2971,-1.0537,-0.54
12/31/2014,310.35,0.05,0.02,12/31/2014,38.9579,0.1234,0.32,12/31/2014,38.291,-0.4898,-1.26,12/31/2014,193.3592,-1.9379,-0.99
1/2/2015,308.52,-1.83,-0.59,1/2/2015,38.6683,-0.2896,-0.74,1/2/2015,38.2185,-0.0725,-0.19,1/2/2015,193.2557,-0.1035,-0.05
1/5/2015,302.19,-6.33,-2.05,1/5/2015,37.9276,-0.7407,-1.92,1/5/2015,38.2185,0,0.00,1/5/2015,189.7656,-3.4901,-1.81
1/6/2015,295.29,-6.9,-2.28,1/6/2015,37.6189,-0.3087,-0.81,1/6/2015,38.5087,0.2902,0.76,1/6/2015,187.9782,-1.7874,-0.94
1/7/2015,298.42,3.13,1.06,1/7/2015,38.5448,0.9259,2.46,1/7/2015,38.9894,0.4807,1.25,1/7/2015,190.3206,2.3424,1.25
1/8/2015,300.46,2.04,0.68,1/8/2015,39.1668,0.622,1.61,1/8/2015,39.461,0.4716,1.21,1/8/2015,193.6979,3.3773,1.77
1/9/2015,296.93,-3.53,-1.17,1/9/2015,37.8848,-1.282,-3.27,1/9/2015,39.0256,-0.4354,-1.10,1/9/2015,192.1457,-1.5522,-0.80
1/12/2015,291.41,-5.52,-1.86,1/12/2015,38.0938,0.209,0.55,1/12/2015,38.6719,-0.3537,-0.91,1/12/2015,190.6405,-1.5052,-0.78
1/13/2015,294.74,3.33,1.14,1/13/2015,38.3976,0.3038,0.80,1/13/2015,38.6629,-0.009,-0.02,1/13/2015,190.1043,-0.5362,-0.28
1/14/2015,293.27,-1.47,-0.50,1/14/2015,38.184,-0.2136,-0.56,1/14/2015,38.5994,-0.0635,-0.16,1/14/2015,188.9566,-1.1477,-0.60
1/15/2015,286.95,-6.32,-2.16,1/15/2015,37.7851,-0.3989,-1.04,1/15/2015,38.4361,-0.1633,-0.42,1/15/2015,187.2256,-1.731,-0.92
1/16/2015,290.74,3.79,1.32,1/16/2015,38.2742,0.4891,1.29,1/16/2015,38.5722,0.1361,0.35,1/16/2015,189.6809,2.4553,1.31
1/20/2015,289.44,-1.3,-0.45,1/20/2015,38.5662,0.292,0.76,1/20/2015,39.1435,0.5713,1.48,1/20/2015,190.0854,0.4045,0.21
1/21/2015,297.25,7.81,2.70,1/21/2015,38.597,0.0308,0.08,1/21/2015,39.3249,0.1814,0.46,1/21/2015,191.045,0.9596,0.50
1/22/2015,310.32,13.07,4.40,1/22/2015,39.2855,0.6885,1.78,1/22/2015,39.7058,0.3809,0.97,1/22/2015,193.886,2.841,1.49
1/23/2015,312.39,2.07,0.67,1/23/2015,41.8875,2.602,6.62,1/23/2015,39.2796,-0.4262,-1.07,1/23/2015,192.823,-1.063,-0.55
1/26/2015,309.66,-2.73,-0.87,1/26/2015,41.84,-0.0475,-0.11,1/26/2015,38.9984,-0.2812,-0.72,1/26/2015,193.2745,0.4515,0.23
1/27/2015,306.75,-2.91,-0.94,1/27/2015,41.9444,0.1044,0.25,1/27/2015,38.4452,-0.5532,-1.42,1/27/2015,190.7252,-2.5493,-1.32
1/28/2015,303.91,-2.84,-0.93,1/28/2015,41.5765,-0.3679,-0.88,1/28/2015,38.0189,-0.4263,-1.11,1/28/2015,188.2792,-2.446,-1.28
1/29/2015,311.78,7.87,2.59,1/29/2015,42.2815,0.705,1.70,1/29/2015,38.1822,0.1633,0.43,1/29/2015,190.0196,1.7404,0.92
1/30/2015,354.53,42.75,13.71,1/30/2015,41.5598,-0.7217,-1.71,1/30/2015,37.3387,-0.8435,-2.21,1/30/2015,187.6301,-2.3895,-1.26
2/2/2015,364.47,9.94,2.80,2/2/2015,41.7783,0.2185,0.53,2/2/2015,37.7196,0.3809,1.02,2/2/2015,189.9537,2.3236,1.24
2/3/2015,363.55,-0.92,-0.25,2/3/2015,42.1676,0.3893,0.93,2/3/2015,37.7559,0.0363,0.10,2/3/2015,192.7007,2.747,1.45
2/4/2015,364.75,1.2,0.33,2/4/2015,42.2677,0.1001,0.24,2/4/2015,37.8013,0.0454,0.12,2/4/2015,191.9669,-0.7338,-0.38
2/5/2015,373.89,9.14,2.51,2/5/2015,42.7156,0.4479,1.06,2/5/2015,37.901,0.0997,0.26,2/5/2015,193.9048,1.9379,1.01
2/6/2015,374.28,0.39,0.10,2/6/2015,42.4106,-0.305,-0.71,2/6/2015,37.5927,-0.3083,-0.81,2/6/2015,193.3686,-0.5362,-0.28
2/9/2015,370.56,-3.72,-0.99,2/9/2015,42.3248,-0.0858,-0.20,2/9/2015,37.3931,-0.1996,-0.53,2/9/2015,192.5032,-0.8654,-0.45
2/10/2015,372.995,2.435,0.66,2/10/2015,43.4494,1.1246,2.66,2/10/2015,38.4543,1.0612,2.84,2/10/2015,194.554,2.0508,1.07
2/11/2015,375.14,2.145,0.58,2/11/2015,43.2636,-0.1858,-0.43,2/11/2015,38.4271,-0.0272,-0.07,2/11/2015,194.6668,0.1128,0.06
2/12/2015,377.17,2.03,0.54,2/12/2015,43.7568,0.4932,1.14,2/12/2015,38.2457,-0.1814,-0.47,2/12/2015,196.5389,1.8721,0.96
2/13/2015,381.83,4.66,1.24,2/13/2015,43.6401,-0.1167,-0.27,2/13/2015,38.0824,-0.1633,-0.43,2/13/2015,197.3479,0.809,0.41
2/17/2015,375.43,-6.4,-1.68,2/17/2015,43.8545,0.2144,0.49,2/17/2015,37.9192,-0.1632,-0.43,2/17/2015,197.6584,0.3105,0.16
2/18/2015,373.37,-2.06,-0.55,2/18/2015,44.3167,0.4622,1.05,2/18/2015,37.8466,-0.0726,-0.19,2/18/2015,197.6772,0.0188,0.01
2/19/2015,378.995,5.625,1.51,2/19/2015,44.3977,0.081,0.18,2/19/2015,38.1913,0.3447,0.91,2/19/2015,197.5361,-0.1411,-0.07
2/20/2015,383.66,4.665,1.23,2/20/2015,44.5597,0.162,0.36,2/20/2015,38.0643,-0.127,-0.33,2/20/2015,198.7214,1.1853,0.60
2/23/2015,380.14,-3.52,-0.92,2/23/2015,44.5931,0.0334,0.07,2/23/2015,37.9554,-0.1089,-0.29,2/23/2015,198.6932,-0.0282,-0.01
2/24/2015,378.59,-1.55,-0.41,2/24/2015,44.5312,-0.0619,-0.14,2/24/2015,38.2094,0.254,0.67,2/24/2015,199.2576,0.5644,0.28
2/25/2015,385.37,6.78,1.79,2/25/2015,44.9171,0.3859,0.87,2/25/2015,38.1368,-0.0726,-0.19,2/25/2015,199.0883,-0.1693,-0.08
2/26/2015,384.8,-0.57,-0.15,2/26/2015,45.0553,0.1382,0.31,2/26/2015,38.5087,0.3719,0.98,2/26/2015,198.8531,-0.2352,-0.12
2/27/2015,380.16,-4.64,-1.21,2/27/2015,44.5478,-0.5075,-1.13,2/27/2015,39.2705,0.7618,1.98,2/27/2015,198.1758,-0.6773,-0.34
3/2/2015,385.655,5.495,1.45,3/2/2015,44.9005,0.3527,0.79,3/2/2015,39.1798,-0.0907,-0.23,3/2/2015,199.427,1.2512,0.63
3/3/2015,384.61,-1.045,-0.27,3/3/2015,44.7932,-0.1073,-0.24,3/3/2015,38.9531,-0.2267,-0.58,3/3/2015,198.6085,-0.8185,-0.41
3/4/2015,382.72,-1.89,-0.49,3/4/2015,44.3453,-0.4479,-1.00,3/4/2015,38.545,-0.4081,-1.05,3/4/2015,197.7713,-0.8372,-0.42
3/5/2015,387.83,5.11,1.34,3/5/2015,44.6169,0.2716,0.61,3/5/2015,38.4543,-0.0907,-0.24,3/5/2015,197.9877,0.2164,0.11
3/6/2015,380.09,-7.74,-2.00,3/6/2015,43.9426,-0.6743,-1.51,3/6/2015,37.6562,-0.7981,-2.08,3/6/2015,195.2031,-2.7846,-1.41
3/9/2015,378.56,-1.53,-0.40,3/9/2015,44.3358,0.3932,0.89,3/9/2015,37.5383,-0.1179,-0.31,3/9/2015,196.0121,0.809,0.41
3/10/2015,369.51,-9.05,-2.39,3/10/2015,43.926,-0.4098,-0.92,3/10/2015,36.9034,-0.6349,-1.69,3/10/2015,192.8324,-3.1797,-1.62
3/11/2015,366.37,-3.14,-0.85,3/11/2015,43.5638,-0.3622,-0.82,3/11/2015,36.3683,-0.5351,-1.45,3/11/2015,192.3809,-0.4515,-0.23
3/12/2015,374.24,7.87,2.15,3/12/2015,44.4978,0.934,2.14,3/12/2015,37.0939,0.7256,2.00,3/12/2015,194.8268,2.4459,1.27
3/13/2015,370.58,-3.66,-0.98,3/13/2015,44.4549,-0.0429,-0.10,3/13/2015,36.4904,-0.6035,-1.63,3/13/2015,193.632,-1.1948,-0.61
3/16/2015,373.35,2.77,0.75,3/16/2015,44.8147,0.3598,0.81,3/16/2015,36.8378,0.3474,0.95,3/16/2015,196.2191,2.5871,1.34
3/17/2015,371.92,-1.43,-0.38,3/17/2015,44.9767,0.162,0.36,3/17/2015,37.039,0.2012,0.55,3/17/2015,195.6358,-0.5833,-0.30
3/18/2015,375.135,3.215,0.86,3/18/2015,45.67,0.6933,1.54,3/18/2015,37.1213,0.0823,0.22,3/18/2015,197.9877,2.3519,1.20
3/19/2015,373.24,-1.895,-0.51,3/19/2015,46.585,0.915,2.00,3/19/2015,36.591,-0.5303,-1.43,3/19/2015,197.0845,-0.9032,-0.46
3/20/2015,378.49,5.25,1.41,3/20/2015,46.442,-0.143,-0.31,3/20/2015,37.167,0.576,1.57,3/20/2015,198.8164,1.7319,0.88
3/23/2015,375.11,-3.38,-0.89,3/23/2015,46.3991,-0.0429,-0.09,3/23/2015,37.1396,-0.0274,-0.07,3/23/2015,198.429,-0.3874,-0.19
3/24/2015,374.09,-1.02,-0.27,3/24/2015,46.6588,0.2597,0.56,3/24/2015,37.0024,-0.1372,-0.37,3/24/2015,197.3141,-1.1149,-0.56
3/25/2015,370.96,-3.13,-0.84,3/25/2015,45.6367,-1.0221,-2.19,3/25/2015,36.9841,-0.0183,-0.05,3/25/2015,194.4226,-2.8915,-1.47
3/26/2015,367.35,-3.61,-0.97,3/26/2015,45.3079,-0.3288,-0.72,3/26/2015,36.8927,-0.0914,-0.25,3/26/2015,193.9597,-0.4629,-0.24
3/27/2015,370.56,3.21,0.87,3/27/2015,45.3031,-0.0048,-0.01,3/27/2015,36.6458,-0.2469,-0.67,3/27/2015,194.4038,0.4441,0.23
3/30/2015,374.59,4.03,1.09,3/30/2015,45.7368,0.4337,0.96,3/30/2015,37.039,0.3932,1.07,3/30/2015,196.7755,2.3717,1.22
3/31/2015,372.1,-2.49,-0.66,3/31/2015,45.1268,-0.61,-1.33,3/31/2015,37.0756,0.0366,0.10,3/31/2015,195.0557,-1.7198,-0.87
4/1/2015,370.255,-1.845,-0.50,4/1/2015,44.3262,-0.8006,-1.77,4/1/2015,37.1944,0.1188,0.32,4/1/2015,194.366,-0.6897,-0.35
4/2/2015,372.25,1.995,0.54,4/2/2015,44.9791,0.6529,1.47,4/2/2015,37.1944,0,0.00,4/2/2015,195.0652,0.6992,0.36
4/6/2015,377.04,4.79,1.29,4/6/2015,45.041,0.0619,0.14,4/6/2015,37.6424,0.448,1.20,4/6/2015,196.3786,1.3134,0.67
4/7/2015,374.41,-2.63,-0.70,4/7/2015,44.8266,-0.2144,-0.48,4/7/2015,37.4962,-0.1462,-0.39,4/7/2015,195.8589,-0.5197,-0.26
4/8/2015,381.2,6.79,1.81,4/8/2015,45.3794,0.5528,1.23,4/8/2015,37.3864,-0.1098,-0.29,4/8/2015,196.5203,0.6614,0.34
4/9/2015,383.54,2.34,0.61,4/9/2015,45.7082,0.3288,0.72,4/9/2015,37.5327,0.1463,0.39,4/9/2015,197.3896,0.8693,0.44
4/10/2015,382.65,-0.89,-0.23,4/10/2015,45.9083,0.2001,0.44,4/10/2015,37.3773,-0.1554,-0.41,4/10/2015,198.4668,1.0772,0.55
